agency_cd,site_no,Date,X_72137_00003,X_72137_00003_cd
USGS,11313433,1996-02-11,891,A
USGS,11313433,1996-02-12,782,A
USGS,11313433,1996-02-13,748,A
USGS,11313433,1996-02-14,692,A
USGS,11313433,1996-02-15,657,A
USGS,11313433,1996-02-16,589,A
USGS,11313433,1996-02-17,627,A
USGS,11313433,1996-02-18,660,A
USGS,11313433,1996-02-19,574,A
USGS,11313433,1996-02-20,900,A
USGS,11313433,1996-02-21,1240,A
USGS,11313433,1996-02-22,1860,A
USGS,11313433,1996-02-23,1800,A
USGS,11313433,1996-02-24,1640,A
USGS,11313433,1996-02-25,1680,A
USGS,11313433,1996-02-26,1670,A
USGS,11313433,1996-02-27,1550,A
USGS,11313433,1996-02-28,1250,A
USGS,11313433,1996-02-29,1400,A
USGS,11313433,1996-03-01,1320,A
USGS,11313433,1996-03-02,1070,A
USGS,11313433,1996-03-03,904,A
USGS,11313433,1996-03-04,851,A
USGS,11313433,1996-03-05,1530,A
USGS,11313433,1996-03-06,1730,A
USGS,11313433,1996-03-07,1580,A
USGS,11313433,1996-03-08,1460,A
USGS,11313433,1996-03-09,1440,A
USGS,11313433,1996-03-10,1420,A
USGS,11313433,1996-03-11,1330,A
USGS,11313433,1996-03-12,1300,A
USGS,11313433,1996-03-13,1380,A
USGS,11313433,1996-03-14,1450,A
USGS,11313433,1996-03-15,1240,A
USGS,11313433,1996-03-16,1190,A
USGS,11313433,1996-03-17,1140,A
USGS,11313433,1996-03-18,1080,A
USGS,11313433,1996-03-19,1120,A
USGS,11313433,1996-03-20,1120,A
USGS,11313433,1996-03-21,867,A
USGS,11313433,1996-03-22,645,A
USGS,11313433,1996-03-23,968,A
USGS,11313433,1996-03-24,873,A
USGS,11313433,1996-03-25,930,A
USGS,11313433,1996-03-26,812,A
USGS,11313433,1996-03-27,450,A
USGS,11313433,1996-03-28,362,A
USGS,11313433,1996-03-29,625,A
USGS,11313433,1996-03-30,590,A
USGS,11313433,1996-03-31,347,A
USGS,11313433,1996-04-01,315,A
USGS,11313433,1996-04-02,450,A
USGS,11313433,1996-04-03,552,A
USGS,11313433,1996-04-04,600,A
USGS,11313433,1996-04-05,515,A
USGS,11313433,1996-04-06,387,A
USGS,11313433,1996-04-07,171,A
USGS,11313433,1996-04-08,128,A
USGS,11313433,1996-04-09,306,A
USGS,11313433,1996-04-10,122,A
USGS,11313433,1996-04-11,162,A
USGS,11313433,1996-04-12,108,A
USGS,11313433,1996-04-13,128,A
USGS,11313433,1996-04-14,66.2,A
USGS,11313433,1996-04-15,37.9,A
USGS,11313433,1996-04-16,189,A
USGS,11313433,1996-04-17,274,A
USGS,11313433,1996-04-18,434,A
USGS,11313433,1996-04-19,536,A
USGS,11313433,1996-04-20,453,A
USGS,11313433,1996-04-21,460,A
USGS,11313433,1996-04-22,557,A
USGS,11313433,1996-04-23,487,A
USGS,11313433,1996-04-24,397,A
USGS,11313433,1996-04-25,404,A
USGS,11313433,1996-04-26,337,A
USGS,11313433,1996-04-27,300,A
USGS,11313433,1996-04-28,362,A
USGS,11313433,1996-04-29,316,A
USGS,11313433,1996-04-30,241,A
USGS,11313433,1996-05-01,239,A
USGS,11313433,1996-05-02,114,A
USGS,11313433,1996-05-03,178,A
USGS,11313433,1996-05-04,296,A
USGS,11313433,1996-05-05,228,A
USGS,11313433,1996-05-06,203,A
USGS,11313433,1996-05-07,271,A
USGS,11313433,1996-05-08,345,A
USGS,11313433,1996-05-09,428,A
USGS,11313433,1996-05-10,360,A
USGS,11313433,1996-05-11,205,A
USGS,11313433,1996-05-12,39.1,A
USGS,11313433,1996-05-13,50.1,A
USGS,11313433,1996-05-14,133,A
USGS,11313433,1996-05-15,194,A
USGS,11313433,1996-05-16,276,A
USGS,11313433,1996-05-17,504,A
USGS,11313433,1996-05-18,773,A
USGS,11313433,1996-05-19,830,A
USGS,11313433,1996-05-20,850,A
USGS,11313433,1996-05-21,760,A
USGS,11313433,1996-05-22,749,A
USGS,11313433,1996-05-23,726,A
USGS,11313433,1996-05-24,583,A
USGS,11313433,1996-05-25,420,A
USGS,11313433,1996-05-26,433,A
USGS,11313433,1996-05-27,451,A
USGS,11313433,1996-05-28,240,A
USGS,11313433,1996-05-29,153,A
USGS,11313433,1996-05-30,62.3,A
USGS,11313433,1996-05-31,40.9,A
USGS,11313433,1996-06-01,39.6,A
USGS,11313433,1996-06-02,-6.62,A
USGS,11313433,1996-06-03,-128,A
USGS,11313433,1996-06-04,-128,A
USGS,11313433,1996-06-05,-105,A
USGS,11313433,1996-06-06,-150,A
USGS,11313433,1996-06-07,-130,A
USGS,11313433,1996-06-08,-120,A
USGS,11313433,1996-06-09,-216,A
USGS,11313433,1996-06-10,-219,A
USGS,11313433,1996-06-11,-146,A
USGS,11313433,1996-06-12,-18.4,A
USGS,11313433,1996-06-13,86.3,A
USGS,11313433,1996-06-14,-70.4,A
USGS,11313433,1996-06-15,-78.8,A
USGS,11313433,1996-06-16,-81.9,A
USGS,11313433,1996-06-17,-31.5,A
USGS,11313433,1996-06-18,-127,A
USGS,11313433,1996-06-19,-164,A
USGS,11313433,1996-06-20,-71.6,A
USGS,11313433,1996-06-21,-14.1,A
USGS,11313433,1996-06-22,-90.6,A
USGS,11313433,1996-06-23,-236,A
USGS,11313433,1996-06-24,-239,A
USGS,11313433,1996-06-25,-126,A
USGS,11313433,1996-06-26,-189,A
USGS,11313433,1996-06-27,-110,A
USGS,11313433,1996-06-28,-97.1,A
USGS,11313433,1996-06-29,-39.4,A
USGS,11313433,1996-06-30,-48.8,A
USGS,11313433,1996-07-01,-167,A
USGS,11313433,1996-07-02,-285,A
USGS,11313433,1996-07-03,-59.4,A
USGS,11313433,1996-07-04,31.1,A
USGS,11313433,1996-07-05,-67.6,A
USGS,11313433,1996-07-06,-230,A
USGS,11313433,1996-07-07,-467,A
USGS,11313433,1996-07-08,-445,A
USGS,11313433,1996-07-09,-456,A
USGS,11313433,1996-07-10,-472,A
USGS,11313433,1996-07-11,-392,A
USGS,11313433,1996-07-12,-385,A
USGS,11313433,1996-08-04,-310,A
USGS,11313433,1996-08-05,-348,A
USGS,11313433,1996-08-06,-302,A
USGS,11313433,1996-08-07,-374,A
USGS,11313433,1996-08-08,-304,A
USGS,11313433,1996-08-09,-299,A
USGS,11313433,1996-08-10,-311,A
USGS,11313433,1996-08-11,-191,A
USGS,11313433,1996-08-12,-165,A
USGS,11313433,1996-08-13,-205,A
USGS,11313433,1996-08-14,-230,A
USGS,11313433,1996-08-15,-252,A
USGS,11313433,1996-08-16,-372,A
USGS,11313433,1996-08-17,-313,A
USGS,11313433,1996-08-18,-176,A
USGS,11313433,1996-08-19,-157,A
USGS,11313433,1996-08-20,-159,A
USGS,11313433,1996-08-21,-322,A
USGS,11313433,1996-08-22,-424,A
USGS,11313433,1996-08-23,-456,A
USGS,11313433,1996-08-24,-553,A
USGS,11313433,1996-08-25,-411,A
USGS,11313433,1996-08-26,-309,A
USGS,11313433,1996-08-27,-99.8,A
USGS,11313433,1996-08-28,-107,A
USGS,11313433,1996-08-29,-184,A
USGS,11313433,1996-08-30,-204,A
USGS,11313433,1996-08-31,-248,A
USGS,11313433,1996-09-01,-353,A
USGS,11313433,1996-09-02,-346,A
USGS,11313433,1996-09-03,-286,A
USGS,11313433,1996-09-04,-217,A
USGS,11313433,1996-09-05,-58.1,A
USGS,11313433,1996-09-06,-165,A
USGS,11313433,1996-09-07,-169,A
USGS,11313433,1996-09-08,-203,A
USGS,11313433,1996-09-09,-275,A
USGS,11313433,1996-09-10,-268,A
USGS,11313433,1996-09-11,-226,A
USGS,11313433,1996-09-12,-197,A
USGS,11313433,1996-09-13,-242,A
USGS,11313433,1996-09-14,-97.4,A
USGS,11313433,1996-09-15,-198,A
USGS,11313433,1996-09-16,-136,A
USGS,11313433,1996-09-17,-179,A
USGS,11313433,1996-09-18,-253,A
USGS,11313433,1996-09-19,-270,A
USGS,11313433,1996-09-20,-244,A
USGS,11313433,1996-09-21,-312,A
USGS,11313433,1996-09-22,-306,A
USGS,11313433,1996-09-23,-419,A
USGS,11313433,1996-09-24,-319,A
USGS,11313433,1996-09-25,-377,A
USGS,11313433,1996-09-26,-434,A
USGS,11313433,1996-09-27,-255,A
USGS,11313433,1996-09-28,-240,A
USGS,11313433,1996-09-29,-415,A
USGS,11313433,1996-09-30,-429,A
USGS,11313433,1996-10-01,-269,A
USGS,11313433,1996-10-02,-228,A
USGS,11313433,1996-10-03,-165,A
USGS,11313433,1996-10-04,-223,A
USGS,11313433,1996-10-05,-140,A
USGS,11313433,1996-10-06,-151,A
USGS,11313433,1996-10-07,-260,A
USGS,11313433,1996-10-08,-314,A
USGS,11313433,1996-10-09,-459,A
USGS,11313433,1996-10-10,-317,A
USGS,11313433,1996-10-11,-235,A
USGS,11313433,1996-10-12,-341,A
USGS,11313433,1996-10-13,-159,A
USGS,11313433,1996-10-14,-28.8,A
USGS,11313433,1996-10-15,-348,A
USGS,11313433,1996-10-16,-269,A
USGS,11313433,1996-10-17,-277,A
USGS,11313433,1996-10-18,-460,A
USGS,11313433,1996-10-19,-291,A
USGS,11313433,1996-10-20,-47.2,A
USGS,11313433,1996-10-21,-100,A
USGS,11313433,1996-10-22,-285,A
USGS,11313433,1996-10-23,-374,A
USGS,11313433,1996-10-24,-463,A
USGS,11313433,1996-10-25,-470,A
USGS,11313433,1996-10-26,-56,A
USGS,11313433,1996-10-27,-216,A
USGS,11313433,1996-10-28,-395,A
USGS,11313433,1996-10-29,-116,A
USGS,11313433,1996-10-30,-51.9,A
USGS,11313433,1996-10-31,72.2,A
USGS,11313433,1996-11-01,-45.5,A
USGS,11313433,1996-11-02,-229,A
USGS,11313433,1996-11-03,-131,A
USGS,11313433,1996-11-04,-87.1,A
USGS,11313433,1996-11-05,-140,A
USGS,11313433,1996-11-06,-152,A
USGS,11313433,1996-11-07,-210,A
USGS,11313433,1996-11-08,-300,A
USGS,11313433,1996-11-09,-352,A
USGS,11313433,1996-11-10,-370,A
USGS,11313433,1996-11-11,-289,A
USGS,11313433,1996-11-12,-233,A
USGS,11313433,1996-11-13,-373,A
USGS,11313433,1996-11-14,-460,A
USGS,11313433,1996-11-15,-449,A
USGS,11313433,1996-11-16,-161,A
USGS,11313433,1996-11-17,-117,A
USGS,11313433,1996-11-18,-151,A
USGS,11313433,1996-11-19,-231,A
USGS,11313433,1996-11-20,-170,A
USGS,11313433,1996-11-21,-456,A
USGS,11313433,1996-11-22,-495,A
USGS,11313433,1996-11-23,-144,A
USGS,11313433,1996-11-24,-168,A
USGS,11313433,1996-11-25,-252,A
USGS,11313433,1996-11-26,-200,A
USGS,11313433,1996-11-27,-267,A
USGS,11313433,1996-11-28,-358,A
USGS,11313433,1996-11-29,-157,A
USGS,11313433,1996-11-30,-212,A
USGS,11313433,1996-12-01,-315,A
USGS,11313433,1996-12-02,-195,A
USGS,11313433,1996-12-03,-282,A
USGS,11313433,1996-12-04,-375,A
USGS,11313433,1996-12-05,-415,A
USGS,11313433,1996-12-06,-180,A
USGS,11313433,1996-12-07,-91.4,A
USGS,11313433,1996-12-08,-109,A
USGS,11313433,1996-12-09,-177,A
USGS,11313433,1996-12-10,8.77,A
USGS,11313433,1996-12-11,356,A
USGS,11313433,1996-12-12,548,A
USGS,11313433,1996-12-13,828,A
USGS,11313433,1996-12-14,1100,A
USGS,11313433,1996-12-15,988,A
USGS,11313433,1996-12-16,770,A
USGS,11313433,1996-12-17,846,A
USGS,11313433,1996-12-18,906,A
USGS,11313433,1996-12-19,760,A
USGS,11313433,1996-12-20,618,A
USGS,11313433,1996-12-21,641,A
USGS,11313433,1996-12-22,1190,A
USGS,11313433,1996-12-23,1780,A
USGS,11313433,1996-12-24,1530,A
USGS,11313433,1996-12-25,1190,A
USGS,11313433,1996-12-26,1030,A
USGS,11313433,1996-12-27,1200,A
USGS,11313433,1996-12-28,1360,A
USGS,11313433,1996-12-29,1240,A
USGS,11313433,1996-12-30,1500,A
USGS,11313433,1996-12-31,1480,A
USGS,11313433,1997-01-01,2020,A
USGS,11313433,1997-01-02,3040,A
USGS,11313433,1997-01-03,4090,A
USGS,11313433,1997-01-04,5160,A
USGS,11313433,1997-01-05,5580,A
USGS,11313433,1997-01-06,5190,A
USGS,11313433,1997-01-07,4340,A
USGS,11313433,1997-01-08,4140,A
USGS,11313433,1997-01-09,4180,A
USGS,11313433,1997-01-10,3960,A
USGS,11313433,1997-01-11,3630,A
USGS,11313433,1997-01-12,3330,A
USGS,11313433,1997-01-13,3230,A
USGS,11313433,1997-01-14,3140,A
USGS,11313433,1997-01-15,2770,A
USGS,11313433,1997-01-16,2570,A
USGS,11313433,1997-01-17,2480,A
USGS,11313433,1997-01-18,2330,A
USGS,11313433,1997-01-19,2180,A
USGS,11313433,1997-01-20,2240,A
USGS,11313433,1997-01-21,2360,A
USGS,11313433,1997-01-22,2360,A
USGS,11313433,1997-01-23,3180,A
USGS,11313433,1997-01-24,3540,A
USGS,11313433,1997-01-25,3530,A
USGS,11313433,1997-01-26,4170,A
USGS,11313433,1997-01-27,4600,A
USGS,11313433,1997-01-28,4590,A
USGS,11313433,1997-01-29,4620,A
USGS,11313433,1997-01-30,4410,A
USGS,11313433,1997-01-31,4090,A
USGS,11313433,1997-02-01,3850,A
USGS,11313433,1997-02-02,3460,A
USGS,11313433,1997-02-03,3130,A
USGS,11313433,1997-02-04,3020,A
USGS,11313433,1997-02-05,3000,A
USGS,11313433,1997-02-06,2940,A
USGS,11313433,1997-02-07,2820,A
USGS,11313433,1997-02-08,2740,A
USGS,11313433,1997-02-09,2620,A
USGS,11313433,1997-02-10,2540,A
USGS,11313433,1997-02-11,2550,A
USGS,11313433,1997-02-12,2590,A
USGS,11313433,1997-02-13,2380,A
USGS,11313433,1997-02-14,2060,A
USGS,11313433,1997-02-15,1810,A
USGS,11313433,1997-02-16,1590,A
USGS,11313433,1997-02-17,1670,A
USGS,11313433,1997-02-18,1770,A
USGS,11313433,1997-02-19,1640,A
USGS,11313433,1997-02-20,1680,A
USGS,11313433,1997-02-21,1650,A
USGS,11313433,1997-02-22,1680,A
USGS,11313433,1997-02-23,1950,A
USGS,11313433,1997-02-24,1810,A
USGS,11313433,1997-02-25,1430,A
USGS,11313433,1997-02-26,1300,A
USGS,11313433,1997-02-27,968,A
USGS,11313433,1997-02-28,1420,A
USGS,11313433,1997-03-01,1340,A
USGS,11313433,1997-03-02,1120,A
USGS,11313433,1997-03-03,1140,A
USGS,11313433,1997-03-04,1210,A
USGS,11313433,1997-03-05,1020,A
USGS,11313433,1997-03-06,893,A
USGS,11313433,1997-03-07,861,A
USGS,11313433,1997-03-08,791,A
USGS,11313433,1997-03-09,734,A
USGS,11313433,1997-03-10,561,A
USGS,11313433,1997-03-11,400,A
USGS,11313433,1997-03-12,507,A
USGS,11313433,1997-03-13,499,A
USGS,11313433,1997-03-14,255,A
USGS,11313433,1997-03-15,124,A
USGS,11313433,1997-03-16,225,A
USGS,11313433,1997-03-17,416,A
USGS,11313433,1997-03-18,260,A
USGS,11313433,1997-03-19,109,A
USGS,11313433,1997-03-20,105,A
USGS,11313433,1997-03-21,107,A
USGS,11313433,1997-03-22,11.1,A
USGS,11313433,1997-03-23,99.3,A
USGS,11313433,1997-03-24,127,A
USGS,11313433,1997-03-25,44.4,A
USGS,11313433,1997-03-26,-74.4,A
USGS,11313433,1997-03-27,82.8,A
USGS,11313433,1997-03-28,158,A
USGS,11313433,1997-03-29,-48.1,A
USGS,11313433,1997-03-30,-283,A
USGS,11313433,1997-03-31,-31.7,A
USGS,11313433,1997-04-01,249,A
USGS,11313433,1997-04-02,121,A
USGS,11313433,1997-04-03,-178,A
USGS,11313433,1997-04-04,-180,A
USGS,11313433,1997-04-05,-80.9,A
USGS,11313433,1997-04-06,-195,A
USGS,11313433,1997-04-07,-253,A
USGS,11313433,1997-04-08,-497,A
USGS,11313433,1997-04-09,-331,A
USGS,11313433,1997-04-10,-146,A
USGS,11313433,1997-04-11,-155,A
USGS,11313433,1997-04-12,-188,A
USGS,11313433,1997-04-13,-94.4,A
USGS,11313433,1997-04-14,-12.7,A
USGS,11313433,1997-04-15,-39,A
USGS,11313433,1997-04-16,-66.3,A
USGS,11313433,1997-04-17,1.51,A
USGS,11313433,1997-04-18,83,A
USGS,11313433,1997-04-19,133,A
USGS,11313433,1997-04-20,63.6,A
USGS,11313433,1997-04-21,-58.3,A
USGS,11313433,1997-04-22,-132,A
USGS,11313433,1997-04-23,-320,A
USGS,11313433,1997-04-24,-12.4,A
USGS,11313433,1997-04-25,135,A
USGS,11313433,1997-04-26,-30.6,A
USGS,11313433,1997-04-27,-26.5,A
USGS,11313433,1997-04-28,-53.6,A
USGS,11313433,1997-04-29,-105,A
USGS,11313433,1997-04-30,-90.1,A
USGS,11313433,1997-05-01,122,A
USGS,11313433,1997-05-02,-24.8,A
USGS,11313433,1997-05-03,-90.9,A
USGS,11313433,1997-05-04,-32.6,A
USGS,11313433,1997-05-05,-72.6,A
USGS,11313433,1997-05-06,-65.5,A
USGS,11313433,1997-05-07,-37.5,A
USGS,11313433,1997-05-08,62,A
USGS,11313433,1997-05-09,75.2,A
USGS,11313433,1997-05-10,-22.7,A
USGS,11313433,1997-05-11,33.5,A
USGS,11313433,1997-05-12,166,A
USGS,11313433,1997-05-13,117,A
USGS,11313433,1997-05-14,37.8,A
USGS,11313433,1997-05-15,17.7,A
USGS,11313433,1997-05-16,115,A
USGS,11313433,1997-05-17,54.8,A
USGS,11313433,1997-05-18,-123,A
USGS,11313433,1997-05-19,-33.9,A
USGS,11313433,1997-05-20,169,A
USGS,11313433,1997-05-21,122,A
USGS,11313433,1997-05-22,18.1,A
USGS,11313433,1997-05-23,54.4,A
USGS,11313433,1997-05-24,19.1,A
USGS,11313433,1997-05-25,97.8,A
USGS,11313433,1997-05-26,98.1,A
USGS,11313433,1997-05-27,-24.6,A
USGS,11313433,1997-05-28,-123,A
USGS,11313433,1997-05-29,-170,A
USGS,11313433,1997-05-30,-201,A
USGS,11313433,1997-05-31,-96.7,A
USGS,11313433,1997-06-01,-214,A
USGS,11313433,1997-06-02,-173,A
USGS,11313433,1997-06-03,-0.43,A
USGS,11313433,1997-06-04,-92.5,A
USGS,11313433,1997-06-05,-135,A
USGS,11313433,1997-06-06,-34.6,A
USGS,11313433,1997-06-07,13.8,A
USGS,11313433,1997-06-08,-92.9,A
USGS,11313433,1997-06-09,-6.5,A
USGS,11313433,1997-06-10,131,A
USGS,11313433,1997-06-11,80.8,A
USGS,11313433,1997-06-12,-79.1,A
USGS,11313433,1997-06-13,-147,A
USGS,11313433,1997-06-14,-445,A
USGS,11313433,1997-06-15,-287,A
USGS,11313433,1997-06-16,-112,A
USGS,11313433,1997-06-17,-129,A
USGS,11313433,1997-06-18,-122,A
USGS,11313433,1997-06-19,-198,A
USGS,11313433,1997-06-20,-207,A
USGS,11313433,1997-06-21,-172,A
USGS,11313433,1997-06-22,-72.1,A
USGS,11313433,1997-06-23,-46.8,A
USGS,11313433,1997-06-24,-96.2,A
USGS,11313433,1997-06-25,-149,A
USGS,11313433,1997-06-26,-96.8,A
USGS,11313433,1997-06-27,-59,A
USGS,11313433,1997-06-28,-192,A
USGS,11313433,1997-06-29,-243,A
USGS,11313433,1997-06-30,-176,A
USGS,11313433,1997-07-01,-274,A
USGS,11313433,1997-07-02,-314,A
USGS,11313433,1997-07-03,-356,A
USGS,11313433,1997-07-04,-244,A
USGS,11313433,1997-07-05,-150,A
USGS,11313433,1997-07-06,-191,A
USGS,11313433,1997-07-07,-205,A
USGS,11313433,1997-07-08,-187,A
USGS,11313433,1997-07-09,-148,A
USGS,11313433,1997-07-10,-5.41,A
USGS,11313433,1997-07-11,-52.2,A
USGS,11313433,1997-07-12,-200,A
USGS,11313433,1997-07-13,-337,A
USGS,11313433,1997-07-14,-329,A
USGS,11313433,1997-07-15,-268,A
USGS,11313433,1997-07-16,-224,A
USGS,11313433,1997-07-17,-145,A
USGS,11313433,1997-07-18,-187,A
USGS,11313433,1997-07-19,-315,A
USGS,11313433,1997-07-20,-230,A
USGS,11313433,1997-07-21,-220,A
USGS,11313433,1997-07-22,-259,A
USGS,11313433,1997-07-23,-84.5,A
USGS,11313433,1997-07-24,-208,A
USGS,11313433,1997-07-25,-410,A
USGS,11313433,1997-07-26,-518,A
USGS,11313433,1997-07-27,-472,A
USGS,11313433,1997-07-28,-464,A
USGS,11313433,1997-07-29,-385,A
USGS,11313433,1997-07-30,-138,A
USGS,11313433,1997-07-31,-66.2,A
USGS,11313433,1997-08-01,-177,A
USGS,11313433,1997-08-02,-244,A
USGS,11313433,1997-08-03,-250,A
USGS,11313433,1997-08-04,-171,A
USGS,11313433,1997-08-05,-234,A
USGS,11313433,1997-08-06,-253,A
USGS,11313433,1997-08-07,-395,A
USGS,11313433,1997-08-08,-724,A
USGS,11313433,1997-08-09,-268,A
USGS,11313433,1997-08-10,2.77,A
USGS,11313433,1997-08-11,-117,A
USGS,11313433,1997-08-12,-217,A
USGS,11313433,1997-08-13,-384,A
USGS,11313433,1997-08-14,-214,A
USGS,11313433,1997-08-15,-262,A
USGS,11313433,1997-08-16,-230,A
USGS,11313433,1997-08-23,-195,A
USGS,11313433,1997-08-24,-230,A
USGS,11313433,1997-08-25,-353,A
USGS,11313433,1997-08-26,-339,A
USGS,11313433,1997-08-27,-338,A
USGS,11313433,1997-08-28,-226,A
USGS,11313433,1997-08-29,-154,A
USGS,11313433,1997-08-30,-190,A
USGS,11313433,1997-08-31,-198,A
USGS,11313433,1997-09-01,-165,A
USGS,11313433,1997-09-02,-181,A
USGS,11313433,1997-09-03,-206,A
USGS,11313433,1997-09-04,-56.7,A
USGS,11313433,1997-09-05,-56.6,A
USGS,11313433,1997-09-06,-128,A
USGS,11313433,1997-09-07,-235,A
USGS,11313433,1997-09-08,-351,A
USGS,11313433,1997-09-09,-390,A
USGS,11313433,1997-09-10,-287,A
USGS,11313433,1997-09-11,-247,A
USGS,11313433,1997-09-12,-261,A
USGS,11313433,1997-09-13,-303,A
USGS,11313433,1997-09-14,-351,A
USGS,11313433,1997-09-15,-255,A
USGS,11313433,1997-09-16,-263,A
USGS,11313433,1997-09-25,-251,A
USGS,11313433,1997-09-26,-92,A
USGS,11313433,1997-09-27,-58.6,A
USGS,11313433,1997-09-28,-260,A
USGS,11313433,1997-09-29,-392,A
USGS,11313433,1997-09-30,-376,A
USGS,11313433,1997-10-01,-401,A
USGS,11313433,1997-10-02,-233,A
USGS,11313433,1997-10-03,-215,A
USGS,11313433,1997-10-04,-182,A
USGS,11313433,1997-10-05,-271,A
USGS,11313433,1997-10-06,-588,A
USGS,11313433,1997-10-07,-231,A
USGS,11313433,1997-10-08,-212,A
USGS,11313433,1997-10-09,-248,A
USGS,11313433,1997-10-10,-438,A
USGS,11313433,1997-10-11,-184,A
USGS,11313433,1997-10-12,-179,A
USGS,11313433,1997-10-13,-282,A
USGS,11313433,1997-10-14,-349,A
USGS,11313433,1997-10-15,-339,A
USGS,11313433,1997-10-16,-300,A
USGS,11313433,1997-10-17,-248,A
USGS,11313433,1997-10-18,-195,A
USGS,11313433,1997-10-19,-111,A
USGS,11313433,1997-10-20,-65.5,A
USGS,11313433,1997-10-21,-46.4,A
USGS,11313433,1997-10-22,34.8,A
USGS,11313433,1997-10-23,-59.2,A
USGS,11313433,1997-10-24,-80.9,A
USGS,11313433,1997-10-25,-58.4,A
USGS,11313433,1997-10-26,-176,A
USGS,11313433,1997-10-27,-151,A
USGS,11313433,1997-10-28,-83.4,A
USGS,11313433,1997-10-29,-112,A
USGS,11313433,1997-10-30,-166,A
USGS,11313433,1997-10-31,-164,A
USGS,11313433,1997-11-01,-122,A
USGS,11313433,1997-11-02,-206,A
USGS,11313433,1997-11-03,-218,A
USGS,11313433,1997-11-04,-207,A
USGS,11313433,1997-11-05,-241,A
USGS,11313433,1997-11-06,-140,A
USGS,11313433,1997-11-07,6.43,A
USGS,11313433,1997-11-08,-3.13,A
USGS,11313433,1997-11-09,-195,A
USGS,11313433,1997-11-10,-219,A
USGS,11313433,1997-11-11,-121,A
USGS,11313433,1997-11-12,-147,A
USGS,11313433,1997-11-13,-151,A
USGS,11313433,1997-11-14,26.7,A
USGS,11313433,1997-11-15,-22.3,A
USGS,11313433,1997-11-16,12,A
USGS,11313433,1997-11-17,-2.48,A
USGS,11313433,1997-11-18,-53.4,A
USGS,11313433,1997-11-19,-90.5,A
USGS,11313433,1997-11-20,62.4,A
USGS,11313433,1997-11-21,-45.4,A
USGS,11313433,1997-11-22,-262,A
USGS,11313433,1997-11-23,-201,A
USGS,11313433,1997-11-24,-125,A
USGS,11313433,1997-11-25,-389,A
USGS,11313433,1997-11-26,-417,A
USGS,11313433,1997-11-27,68.4,A
USGS,11313433,1997-11-28,-175,A
USGS,11313433,1997-11-29,-310,A
USGS,11313433,1997-11-30,-244,A
USGS,11313433,1997-12-01,-206,A
USGS,11313433,1997-12-02,-144,A
USGS,11313433,1997-12-03,-147,A
USGS,11313433,1997-12-04,-178,A
USGS,11313433,1997-12-05,-46.3,A
USGS,11313433,1997-12-06,-267,A
USGS,11313433,1997-12-07,-244,A
USGS,11313433,1997-12-08,61.1,A
USGS,11313433,1997-12-09,81.5,A
USGS,11313433,1997-12-10,-24.1,A
USGS,11313433,1997-12-11,-170,A
USGS,11313433,1997-12-12,-270,A
USGS,11313433,1997-12-13,-480,A
USGS,11313433,1997-12-14,-387,A
USGS,11313433,1997-12-15,-99.2,A
USGS,11313433,1997-12-16,-152,A
USGS,11313433,1997-12-17,-250,A
USGS,11313433,1997-12-18,-322,A
USGS,11313433,1997-12-19,-215,A
USGS,11313433,1997-12-20,-321,A
USGS,11313433,1997-12-21,-338,A
USGS,11313433,1997-12-22,-281,A
USGS,11313433,1997-12-23,-303,A
USGS,11313433,1997-12-24,-304,A
USGS,11313433,1997-12-25,-324,A
USGS,11313433,1997-12-26,-330,A
USGS,11313433,1997-12-27,-328,A
USGS,11313433,1997-12-28,-360,A
USGS,11313433,1997-12-29,-401,A
USGS,11313433,1997-12-30,-421,A
USGS,11313433,1997-12-31,-407,A
USGS,11313433,1998-01-01,-469,A
USGS,11313433,1998-01-02,-393,A
USGS,11313433,1998-01-03,-225,A
USGS,11313433,1998-01-04,-19,A
USGS,11313433,1998-01-05,61.6,A
USGS,11313433,1998-01-06,-61.2,A
USGS,11313433,1998-01-07,-210,A
USGS,11313433,1998-01-08,-302,A
USGS,11313433,1998-01-09,-376,A
USGS,11313433,1998-01-10,-251,A
USGS,11313433,1998-01-11,-121,A
USGS,11313433,1998-01-12,36.2,A
USGS,11313433,1998-01-13,515,A
USGS,11313433,1998-01-14,763,A
USGS,11313433,1998-01-15,937,A
USGS,11313433,1998-01-16,1210,A
USGS,11313433,1998-01-17,1280,A
USGS,11313433,1998-01-18,1040,A
USGS,11313433,1998-01-19,1380,A
USGS,11313433,1998-01-20,1390,A
USGS,11313433,1998-01-21,1250,A
USGS,11313433,1998-01-22,1110,A
USGS,11313433,1998-01-23,949,A
USGS,11313433,1998-01-24,943,A
USGS,11313433,1998-01-25,849,A
USGS,11313433,1998-01-26,691,A
USGS,11313433,1998-01-27,723,A
USGS,11313433,1998-01-28,578,A
USGS,11313433,1998-01-29,718,A
USGS,11313433,1998-01-30,956,A
USGS,11313433,1998-01-31,858,A
USGS,11313433,1998-02-01,1020,A
USGS,11313433,1998-02-02,953,A
USGS,11313433,1998-02-03,1730,A
USGS,11313433,1998-02-04,2840,A
USGS,11313433,1998-02-05,2910,A
USGS,11313433,1998-02-06,2670,A
USGS,11313433,1998-02-07,3370,A
USGS,11313433,1998-02-08,3690,A
USGS,11313433,1998-02-09,3890,A
USGS,11313433,1998-02-10,3720,A
