StationID,Duration,SensorNumber,SensorType,DateTime,ObsDate,Value,DataFlag,SensorUnits
DTO,D,23,OUTFLOW,2021-06-12T07:00:00Z,2021-06-12T07:00:00Z,3915,,CFS
DTO,D,23,OUTFLOW,2021-06-13T07:00:00Z,2021-06-13T07:00:00Z,3906,,CFS
DTO,D,23,OUTFLOW,2021-06-14T07:00:00Z,2021-06-14T07:00:00Z,3675,,CFS
DTO,D,23,OUTFLOW,2021-06-15T07:00:00Z,2021-06-15T07:00:00Z,3566,,CFS
DTO,D,23,OUTFLOW,2021-06-16T07:00:00Z,2021-06-16T07:00:00Z,3537,,CFS
DTO,D,23,OUTFLOW,2021-06-17T07:00:00Z,2021-06-17T07:00:00Z,3500,,CFS
DTO,D,23,OUTFLOW,2021-06-18T07:00:00Z,2021-06-18T07:00:00Z,3007,,CFS
DTO,D,23,OUTFLOW,2021-06-19T07:00:00Z,2021-06-19T07:00:00Z,2937,,CFS
DTO,D,23,OUTFLOW,2021-06-20T07:00:00Z,2021-06-20T07:00:00Z,3055,,CFS
DTO,D,23,OUTFLOW,2021-06-21T07:00:00Z,2021-06-21T07:00:00Z,3475,,CFS
DTO,D,23,OUTFLOW,2021-06-22T07:00:00Z,2021-06-22T07:00:00Z,3290,,CFS
DTO,D,23,OUTFLOW,2021-06-23T07:00:00Z,2021-06-23T07:00:00Z,3656,,CFS
DTO,D,23,OUTFLOW,2021-06-24T07:00:00Z,2021-06-24T07:00:00Z,3681,,CFS
DTO,D,23,OUTFLOW,2021-06-25T07:00:00Z,2021-06-25T07:00:00Z,3583,,CFS
DTO,D,23,OUTFLOW,2021-06-26T07:00:00Z,2021-06-26T07:00:00Z,3534,,CFS
DTO,D,23,OUTFLOW,2021-06-27T07:00:00Z,2021-06-27T07:00:00Z,3825,,CFS
DTO,D,23,OUTFLOW,2021-06-28T07:00:00Z,2021-06-28T07:00:00Z,3479,,CFS
DTO,D,23,OUTFLOW,2021-06-29T07:00:00Z,2021-06-29T07:00:00Z,3300,,CFS
DTO,D,23,OUTFLOW,2021-06-30T07:00:00Z,2021-06-30T07:00:00Z,2823,,CFS
DTO,D,23,OUTFLOW,2021-07-01T07:00:00Z,2021-07-01T07:00:00Z,2747,,CFS
DTO,D,23,OUTFLOW,2021-07-02T07:00:00Z,2021-07-02T07:00:00Z,2064,,CFS
DTO,D,23,OUTFLOW,2021-07-03T07:00:00Z,2021-07-03T07:00:00Z,3043,,CFS
DTO,D,23,OUTFLOW,2021-07-04T07:00:00Z,2021-07-04T07:00:00Z,2711,,CFS
DTO,D,23,OUTFLOW,2021-07-05T07:00:00Z,2021-07-05T07:00:00Z,2848,,CFS
DTO,D,23,OUTFLOW,2021-07-06T07:00:00Z,2021-07-06T07:00:00Z,3461,,CFS
DTO,D,23,OUTFLOW,2021-07-07T07:00:00Z,2021-07-07T07:00:00Z,3493,,CFS
DTO,D,23,OUTFLOW,2021-07-08T07:00:00Z,2021-07-08T07:00:00Z,3874,,CFS
DTO,D,23,OUTFLOW,2021-07-09T07:00:00Z,2021-07-09T07:00:00Z,4140,,CFS
DTO,D,23,OUTFLOW,2021-07-10T07:00:00Z,2021-07-10T07:00:00Z,3798,,CFS
DTO,D,23,OUTFLOW,2021-07-11T07:00:00Z,2021-07-11T07:00:00Z,3649,,CFS
DTO,D,23,OUTFLOW,2021-07-12T07:00:00Z,2021-07-12T07:00:00Z,3459,,CFS
DTO,D,23,OUTFLOW,2021-07-13T07:00:00Z,2021-07-13T07:00:00Z,3740,,CFS
DTO,D,23,OUTFLOW,2021-07-14T07:00:00Z,2021-07-14T07:00:00Z,3298,,CFS
DTO,D,23,OUTFLOW,2021-07-15T07:00:00Z,2021-07-15T07:00:00Z,3367,,CFS
DTO,D,23,OUTFLOW,2021-07-16T07:00:00Z,2021-07-16T07:00:00Z,3006,,CFS
DTO,D,23,OUTFLOW,2021-07-17T07:00:00Z,2021-07-17T07:00:00Z,3157,,CFS
DTO,D,23,OUTFLOW,2021-07-18T07:00:00Z,2021-07-18T07:00:00Z,3154,,CFS
DTO,D,23,OUTFLOW,2021-07-19T07:00:00Z,2021-07-19T07:00:00Z,3389,,CFS
DTO,D,23,OUTFLOW,2021-07-20T07:00:00Z,2021-07-20T07:00:00Z,3476,,CFS
DTO,D,23,OUTFLOW,2021-07-21T07:00:00Z,2021-07-21T07:00:00Z,3496,,CFS
DTO,D,23,OUTFLOW,2021-07-22T07:00:00Z,2021-07-22T07:00:00Z,3599,,CFS
DTO,D,23,OUTFLOW,2021-07-23T07:00:00Z,2021-07-23T07:00:00Z,3766,,CFS
DTO,D,23,OUTFLOW,2021-07-24T07:00:00Z,2021-07-24T07:00:00Z,3689,,CFS
DTO,D,23,OUTFLOW,2021-07-25T07:00:00Z,2021-07-25T07:00:00Z,3378,,CFS
DTO,D,23,OUTFLOW,2021-07-26T07:00:00Z,2021-07-26T07:00:00Z,3407,,CFS
DTO,D,23,OUTFLOW,2021-07-27T07:00:00Z,2021-07-27T07:00:00Z,3414,,CFS
DTO,D,23,OUTFLOW,2021-07-28T07:00:00Z,2021-07-28T07:00:00Z,3687,,CFS
DTO,D,23,OUTFLOW,2021-07-29T07:00:00Z,2021-07-29T07:00:00Z,2776,,CFS
DTO,D,23,OUTFLOW,2021-07-30T07:00:00Z,2021-07-30T07:00:00Z,3056,,CFS
DTO,D,23,OUTFLOW,2021-07-31T07:00:00Z,2021-07-31T07:00:00Z,3026,,CFS
DTO,D,23,OUTFLOW,2021-08-01T07:00:00Z,2021-08-01T07:00:00Z,3010,,CFS
DTO,D,23,OUTFLOW,2021-08-02T07:00:00Z,2021-08-02T07:00:00Z,3121,,CFS
DTO,D,23,OUTFLOW,2021-08-03T07:00:00Z,2021-08-03T07:00:00Z,3451,,CFS
DTO,D,23,OUTFLOW,2021-08-04T07:00:00Z,2021-08-04T07:00:00Z,3093,,CFS
DTO,D,23,OUTFLOW,2021-08-05T07:00:00Z,2021-08-05T07:00:00Z,2813,,CFS
DTO,D,23,OUTFLOW,2021-08-06T07:00:00Z,2021-08-06T07:00:00Z,3473,,CFS
DTO,D,23,OUTFLOW,2021-08-07T07:00:00Z,2021-08-07T07:00:00Z,3793,,CFS
DTO,D,23,OUTFLOW,2021-08-08T07:00:00Z,2021-08-08T07:00:00Z,3076,,CFS
DTO,D,23,OUTFLOW,2021-08-09T07:00:00Z,2021-08-09T07:00:00Z,3747,,CFS
DTO,D,23,OUTFLOW,2021-08-10T07:00:00Z,2021-08-10T07:00:00Z,3649,,CFS
DTO,D,23,OUTFLOW,2021-08-11T07:00:00Z,2021-08-11T07:00:00Z,3511,,CFS
DTO,D,23,OUTFLOW,2021-08-12T07:00:00Z,2021-08-12T07:00:00Z,3276,,CFS
DTO,D,23,OUTFLOW,2021-08-13T07:00:00Z,2021-08-13T07:00:00Z,3368,,CFS
DTO,D,23,OUTFLOW,2021-08-14T07:00:00Z,2021-08-14T07:00:00Z,3464,,CFS
DTO,D,23,OUTFLOW,2021-08-15T07:00:00Z,2021-08-15T07:00:00Z,3453,,CFS
DTO,D,23,OUTFLOW,2021-08-16T07:00:00Z,2021-08-16T07:00:00Z,3393,,CFS
DTO,D,23,OUTFLOW,2021-08-17T07:00:00Z,2021-08-17T07:00:00Z,3582,,CFS
DTO,D,23,OUTFLOW,2021-08-18T07:00:00Z,2021-08-18T07:00:00Z,3797,,CFS
DTO,D,23,OUTFLOW,2021-08-19T07:00:00Z,2021-08-19T07:00:00Z,4020,,CFS
DTO,D,23,OUTFLOW,2021-08-20T07:00:00Z,2021-08-20T07:00:00Z,4026,,CFS
DTO,D,23,OUTFLOW,2021-08-21T07:00:00Z,2021-08-21T07:00:00Z,3855,,CFS
DTO,D,23,OUTFLOW,2021-08-22T07:00:00Z,2021-08-22T07:00:00Z,3687,,CFS
DTO,D,23,OUTFLOW,2021-08-23T07:00:00Z,2021-08-23T07:00:00Z,3885,,CFS
DTO,D,23,OUTFLOW,2021-08-24T07:00:00Z,2021-08-24T07:00:00Z,3560,,CFS
DTO,D,23,OUTFLOW,2021-08-25T07:00:00Z,2021-08-25T07:00:00Z,3692,,CFS
DTO,D,23,OUTFLOW,2021-08-26T07:00:00Z,2021-08-26T07:00:00Z,3608,,CFS
DTO,D,23,OUTFLOW,2021-08-27T07:00:00Z,2021-08-27T07:00:00Z,4115,,CFS
DTO,D,23,OUTFLOW,2021-08-28T07:00:00Z,2021-08-28T07:00:00Z,3718,,CFS
DTO,D,23,OUTFLOW,2021-08-29T07:00:00Z,2021-08-29T07:00:00Z,3486,,CFS
DTO,D,23,OUTFLOW,2021-08-30T07:00:00Z,2021-08-30T07:00:00Z,3602,,CFS
DTO,D,23,OUTFLOW,2021-08-31T07:00:00Z,2021-08-31T07:00:00Z,3574,,CFS
DTO,D,23,OUTFLOW,2021-09-01T07:00:00Z,2021-09-01T07:00:00Z,2726,,CFS
DTO,D,23,OUTFLOW,2021-09-02T07:00:00Z,2021-09-02T07:00:00Z,-4245,,CFS
DTO,D,23,OUTFLOW,2021-09-03T07:00:00Z,2021-09-03T07:00:00Z,3263,,CFS
DTO,D,23,OUTFLOW,2021-09-04T07:00:00Z,2021-09-04T07:00:00Z,3261,,CFS
DTO,D,23,OUTFLOW,2021-09-05T07:00:00Z,2021-09-05T07:00:00Z,3423,,CFS
DTO,D,23,OUTFLOW,2021-09-06T07:00:00Z,2021-09-06T07:00:00Z,3556,,CFS
DTO,D,23,OUTFLOW,2021-09-07T07:00:00Z,2021-09-07T07:00:00Z,3731,,CFS
DTO,D,23,OUTFLOW,2021-09-08T07:00:00Z,2021-09-08T07:00:00Z,3367,,CFS
DTO,D,23,OUTFLOW,2021-09-09T07:00:00Z,2021-09-09T07:00:00Z,3257,,CFS
DTO,D,23,OUTFLOW,2021-09-10T07:00:00Z,2021-09-10T07:00:00Z,-4313,,CFS
DTO,D,23,OUTFLOW,2021-09-11T07:00:00Z,2021-09-11T07:00:00Z,-3951,,CFS
DTO,D,23,OUTFLOW,2021-09-12T07:00:00Z,2021-09-12T07:00:00Z,-3847,,CFS
DTO,D,23,OUTFLOW,2021-09-13T07:00:00Z,2021-09-13T07:00:00Z,-3730,,CFS
DTO,D,23,OUTFLOW,2021-09-14T07:00:00Z,2021-09-14T07:00:00Z,-3756,,CFS
DTO,D,23,OUTFLOW,2021-09-15T07:00:00Z,2021-09-15T07:00:00Z,3048,,CFS
DTO,D,23,OUTFLOW,2021-09-16T07:00:00Z,2021-09-16T07:00:00Z,2735,,CFS
DTO,D,23,OUTFLOW,2021-09-17T07:00:00Z,2021-09-17T07:00:00Z,2963,,CFS
DTO,D,23,OUTFLOW,2021-09-18T07:00:00Z,2021-09-18T07:00:00Z,2773,,CFS
DTO,D,23,OUTFLOW,2021-09-19T07:00:00Z,2021-09-19T07:00:00Z,2576,,CFS
DTO,D,23,OUTFLOW,2021-09-20T07:00:00Z,2021-09-20T07:00:00Z,3072,,CFS
DTO,D,23,OUTFLOW,2021-09-21T07:00:00Z,2021-09-21T07:00:00Z,2803,,CFS
DTO,D,23,OUTFLOW,2021-09-22T07:00:00Z,2021-09-22T07:00:00Z,2777,,CFS
DTO,D,23,OUTFLOW,2021-09-23T07:00:00Z,2021-09-23T07:00:00Z,2346,,CFS
DTO,D,23,OUTFLOW,2021-09-24T07:00:00Z,2021-09-24T07:00:00Z,2258,,CFS
DTO,D,23,OUTFLOW,2021-09-25T07:00:00Z,2021-09-25T07:00:00Z,2410,,CFS
DTO,D,23,OUTFLOW,2021-09-26T07:00:00Z,2021-09-26T07:00:00Z,2240,,CFS
DTO,D,23,OUTFLOW,2021-09-27T07:00:00Z,2021-09-27T07:00:00Z,2058,,CFS
DTO,D,23,OUTFLOW,2021-09-28T07:00:00Z,2021-09-28T07:00:00Z,2064,,CFS
DTO,D,23,OUTFLOW,2021-09-29T07:00:00Z,2021-09-29T07:00:00Z,3448,,CFS
DTO,D,23,OUTFLOW,2021-09-30T07:00:00Z,2021-09-30T07:00:00Z,3951,,CFS
DTO,D,23,OUTFLOW,2021-10-01T07:00:00Z,2021-10-01T07:00:00Z,3765,,CFS
DTO,D,23,OUTFLOW,2021-10-02T07:00:00Z,2021-10-02T07:00:00Z,3230,,CFS
DTO,D,23,OUTFLOW,2021-10-03T07:00:00Z,2021-10-03T07:00:00Z,3227,,CFS
DTO,D,23,OUTFLOW,2021-10-04T07:00:00Z,2021-10-04T07:00:00Z,3326,,CFS
DTO,D,23,OUTFLOW,2021-10-05T07:00:00Z,2021-10-05T07:00:00Z,3517,,CFS
DTO,D,23,OUTFLOW,2021-10-06T07:00:00Z,2021-10-06T07:00:00Z,3240,,CFS
DTO,D,23,OUTFLOW,2021-10-07T07:00:00Z,2021-10-07T07:00:00Z,3973,,CFS
DTO,D,23,OUTFLOW,2021-10-08T07:00:00Z,2021-10-08T07:00:00Z,3768,,CFS
DTO,D,23,OUTFLOW,2021-10-09T07:00:00Z,2021-10-09T07:00:00Z,3718,,CFS
DTO,D,23,OUTFLOW,2021-10-10T07:00:00Z,2021-10-10T07:00:00Z,3734,,CFS
DTO,D,23,OUTFLOW,2021-10-11T07:00:00Z,2021-10-11T07:00:00Z,3443,,CFS
DTO,D,23,OUTFLOW,2021-10-12T07:00:00Z,2021-10-12T07:00:00Z,3605,,CFS
DTO,D,23,OUTFLOW,2021-10-13T07:00:00Z,2021-10-13T07:00:00Z,3776,,CFS
DTO,D,23,OUTFLOW,2021-10-14T07:00:00Z,2021-10-14T07:00:00Z,3615,,CFS
DTO,D,23,OUTFLOW,2021-10-15T07:00:00Z,2021-10-15T07:00:00Z,4063,,CFS
DTO,D,23,OUTFLOW,2021-10-16T07:00:00Z,2021-10-16T07:00:00Z,3703,,CFS
DTO,D,23,OUTFLOW,2021-10-17T07:00:00Z,2021-10-17T07:00:00Z,4456,,CFS
DTO,D,23,OUTFLOW,2021-10-18T07:00:00Z,2021-10-18T07:00:00Z,4300,,CFS
DTO,D,23,OUTFLOW,2021-10-19T07:00:00Z,2021-10-19T07:00:00Z,5635,,CFS
DTO,D,23,OUTFLOW,2021-10-20T07:00:00Z,2021-10-20T07:00:00Z,6376,,CFS
DTO,D,23,OUTFLOW,2021-10-21T07:00:00Z,2021-10-21T07:00:00Z,6089,,CFS
DTO,D,23,OUTFLOW,2021-10-22T07:00:00Z,2021-10-22T07:00:00Z,6679,,CFS
DTO,D,23,OUTFLOW,2021-10-23T07:00:00Z,2021-10-23T07:00:00Z,8487,,CFS
DTO,D,23,OUTFLOW,2021-10-24T07:00:00Z,2021-10-24T07:00:00Z,7847,,CFS
DTO,D,23,OUTFLOW,2021-10-25T07:00:00Z,2021-10-25T07:00:00Z,35976,,CFS
DTO,D,23,OUTFLOW,2021-10-26T07:00:00Z,2021-10-26T07:00:00Z,60476,,CFS
DTO,D,23,OUTFLOW,2021-10-27T07:00:00Z,2021-10-27T07:00:00Z,61599,,CFS
DTO,D,23,OUTFLOW,2021-10-28T07:00:00Z,2021-10-28T07:00:00Z,58810,,CFS
DTO,D,23,OUTFLOW,2021-10-29T07:00:00Z,2021-10-29T07:00:00Z,51384,,CFS
DTO,D,23,OUTFLOW,2021-10-30T07:00:00Z,2021-10-30T07:00:00Z,20954,,CFS
DTO,D,23,OUTFLOW,2021-10-31T07:00:00Z,2021-10-31T07:00:00Z,10168,,CFS
