Year,Month,Outflow,Export,X2
2020,Dec,14507.58064516129,10572.548387096775,75.62677419354839
2020,Jan,12917.645161290322,6433,75.25709677419354
2020,Feb,11768.068965517241,3786.310344827586,74.02
2020,Mar,10325.483870967742,4635.064516129032,75.3583870967742
2020,Apr,11383.6,2822.6,75.768
2020,May,9053.935483870968,1776.3548387096773,77.90516129032258
2020,Jun,7108.266666666666,3432.9333333333334,79.057
2020,Jul,4526.612903225807,6274.548387096775,83.25677419354838
2020,Aug,3395.6129032258063,7213.967741935484,87.58193548387096
2020,Sep,4271.6,5613.166666666667,87.13333333333334
2020,Oct,4377.193548387097,NA,87.58277982420738
2020,Nov,5053.7,NA,85.25247452846472
2021,Dec,6833.258064516129,NA,83.4986278376263
2021,Jan,8055.032258064516,NA,82.78980450999083
2021,Feb,10525.17857142857,NA,77.67746176707463
2021,Mar,9028.225806451614,NA,78.3842182072944
2021,Apr,6665.466666666666,NA,79.57215870471013
2021,May,4925.935483870968,NA,83.56206752173334
2021,Jun,3236.0333333333333,NA,87.44375261021158
2021,Jul,3328,NA,89.18206269956518
2021,Aug,3545.0967741935483,NA,89.17499259102283
2021,Sep,1542.1333333333334,NA,NA
2021,Oct,13127.064516129032,NA,NA
