Source,Station,Latitude,Longitude,Region,SubRegion,YearAdj,Season,Month,Date,Datetime,DissAmmonia_Sign,DissAmmonia,DissNitrateNitrite_Sign,DissNitrateNitrite,DissOrthophos_Sign,DissOrthophos
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1992,Spring,3,1992-03-11,1992-03-11T21:20:00Z,=,0.08,=,0.94,=,0.09
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1992,Spring,3,1992-03-11,1992-03-11T19:10:00Z,=,0.17,=,1.1,=,0.24
EMP,MD7A,38.11382,-121.498,SouthCentral,Lower Mokelumne River,1992,Spring,3,1992-03-11,1992-03-11T17:40:00Z,=,0.15,=,0.65,=,0.1
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1992,Spring,3,1992-03-11,1992-03-11T19:25:00Z,=,1.1,=,1.4,=,0.38
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1992,Spring,3,1992-03-12,1992-03-12T22:15:00Z,=,0.08,=,1,=,0.1
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1992,Spring,3,1992-03-12,1992-03-12T20:30:00Z,=,0.11,=,0.76,=,0.09
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1992,Spring,3,1992-03-12,1992-03-12T18:35:00Z,=,0.15,=,0.52,=,0.1
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1992,Spring,3,1992-03-12,1992-03-12T19:25:00Z,=,0.17,=,0.41,=,0.1
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1992,Spring,3,1992-03-12,1992-03-12T21:20:00Z,=,0.14,=,0.73,=,0.09
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1992,Spring,3,1992-03-12,1992-03-12T17:55:00Z,=,0.16,=,0.55,=,0.1
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1992,Spring,3,1992-03-12,1992-03-12T15:50:00Z,=,0.12,=,0.58,=,0.1
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1992,Spring,3,1992-03-12,1992-03-12T16:45:00Z,=,0.12,=,0.54,=,0.1
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1992,Spring,3,1992-03-13,1992-03-13T19:45:00Z,=,0.14,=,0.58,=,0.1
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1992,Spring,3,1992-03-13,1992-03-13T21:05:00Z,=,0.14,=,0.56,=,0.09
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1992,Spring,3,1992-03-13,1992-03-13T20:40:00Z,=,0.14,=,0.6,=,0.1
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1992,Spring,3,1992-03-13,1992-03-13T21:45:00Z,=,0.08,=,0.8,=,0.09
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1992,Spring,3,1992-03-13,1992-03-13T22:15:00Z,=,0.1,=,0.76,=,0.09
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1992,Spring,3,1992-03-13,1992-03-13T18:30:00Z,=,0.09,=,0.37,=,0.08
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1992,Spring,3,1992-03-13,1992-03-13T19:20:00Z,=,0.13,=,0.6,=,0.1
USGS-CAWSC,11447650,38.456111908,-121.500274658,North,Middle Sacramento River,1992,Spring,3,1992-03-16,1992-03-16T17:40:00Z,=,0.03,=,0.26,=,0.05
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1992,Spring,3,1992-03-23,1992-03-23T20:10:00Z,=,0.06,=,0.78,=,NA
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1992,Spring,3,1992-03-25,1992-03-25T18:05:00Z,=,0.27,=,0.26,=,NA
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1992,Spring,3,1992-03-25,1992-03-25T21:40:00Z,=,0.01,=,1.6,=,NA
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1992,Spring,3,1992-03-25,1992-03-25T21:45:00Z,=,0.05,=,0.65,=,NA
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1992,Spring,3,1992-03-25,1992-03-25T19:20:00Z,=,0.06,=,0.85,=,NA
EMP,MD7A,38.11382,-121.498,SouthCentral,Lower Mokelumne River,1992,Spring,3,1992-03-25,1992-03-25T18:00:00Z,=,0.14,=,0.3,=,NA
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1992,Spring,3,1992-03-25,1992-03-25T19:45:00Z,=,0.3,=,1.3,=,NA
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1992,Spring,3,1992-03-26,1992-03-26T20:50:00Z,=,0.08,=,0.52,=,NA
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1992,Spring,3,1992-03-26,1992-03-26T19:00:00Z,=,0.13,=,0.33,=,NA
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1992,Spring,3,1992-03-26,1992-03-26T19:45:00Z,=,0.15,=,0.3,=,NA
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1992,Spring,3,1992-03-26,1992-03-26T21:40:00Z,=,0.1,=,0.5,=,NA
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1992,Spring,3,1992-03-26,1992-03-26T18:25:00Z,=,0.1,=,0.4,=,NA
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1992,Spring,3,1992-03-26,1992-03-26T16:20:00Z,=,0.1,=,0.58,=,NA
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1992,Spring,3,1992-03-26,1992-03-26T17:15:00Z,=,0.1,=,0.52,=,NA
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1992,Spring,3,1992-03-27,1992-03-27T19:45:00Z,=,0.1,=,0.49,=,NA
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1992,Spring,3,1992-03-27,1992-03-27T20:50:00Z,=,0.1,=,0.43,=,NA
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1992,Spring,3,1992-03-27,1992-03-27T20:30:00Z,=,0.09,=,0.43,=,NA
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1992,Spring,3,1992-03-27,1992-03-27T21:30:00Z,=,0.05,=,0.58,=,NA
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1992,Spring,3,1992-03-27,1992-03-27T22:00:00Z,=,0.08,=,0.55,=,NA
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1992,Spring,3,1992-03-27,1992-03-27T18:25:00Z,=,0.11,=,0.46,=,NA
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1992,Spring,3,1992-03-27,1992-03-27T19:15:00Z,=,0.1,=,0.54,=,0.1
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1992,Spring,4,1992-04-07,1992-04-07T15:30:00Z,=,0.27,=,0.22,=,0.1
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1992,Spring,4,1992-04-07,1992-04-07T18:35:00Z,< (estimated),0.01,=,1.1,=,0.15
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1992,Spring,4,1992-04-07,1992-04-07T19:15:00Z,=,0.02,=,0.53,=,0.07
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1992,Spring,4,1992-04-07,1992-04-07T16:30:00Z,=,0.02,=,0.47,=,0.08
EMP,MD7A,38.11382,-121.498,SouthCentral,Lower Mokelumne River,1992,Spring,4,1992-04-07,1992-04-07T15:25:00Z,=,0.12,=,0.31,=,0.06
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1992,Spring,4,1992-04-07,1992-04-07T17:15:00Z,=,0.83,=,1.8,=,0.24
USGS-SFBP,2,38.063333,-121.851667,Confluence,Confluence,1992,Spring,4,1992-04-07,1992-04-07T22:37:00Z,=,0.08278137,=,0.5186792100000001,=,0.10593108
USGS-SFBP,3,38.051667,-121.88,Confluence,Confluence,1992,Spring,4,1992-04-07,1992-04-07T22:21:00Z,=,0.11051522999999999,=,0.48940458,=,0.1037629
USGS-SFBP,4,38.048333,-121.935,Suisun Bay,Honker Bay,1992,Spring,4,1992-04-07,1992-04-07T21:57:00Z,=,0.10071033000000001,=,0.5036917200000001,=,0.1037629
USGS-SFBP,5,38.06,-121.98,Suisun Bay,Mid Suisun Bay,1992,Spring,4,1992-04-07,1992-04-07T21:38:00Z,=,0.08992494,=,0.52330152,=,0.10407264000000001
USGS-SFBP,6,38.065,-122.035,Suisun Bay,Mid Suisun Bay,1992,Spring,4,1992-04-07,1992-04-07T21:05:00Z,=,0.08796396000000001,=,0.5420709,=,0.10314342000000001
USGS-SFBP,649,38.06,-121.8,Confluence,Lower Sacramento River,1992,Spring,4,1992-04-07,1992-04-07T22:58:00Z,=,0.19511751,=,0.43099539,=,0.10593108
USGS-SFBP,653,38.105,-121.72,Confluence,Sacramento River near Rio Vista,1992,Spring,4,1992-04-07,1992-04-07T23:28:00Z,=,0.23783886,=,0.39905943,=,0.11088692000000001
USGS-SFBP,657,38.151667,-121.688333,Confluence,Sacramento River near Rio Vista,1992,Spring,4,1992-04-07,1992-04-07T23:58:00Z,=,0.26571279,=,0.37608795,=,0.11212588000000001
USGS-SFBP,7,38.048333,-122.096667,Suisun Bay,West Suisun Bay,1992,Spring,4,1992-04-07,1992-04-07T20:40:00Z,=,0.11121558000000001,=,0.5571984600000001,=,0.1068603
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1992,Spring,4,1992-04-08,1992-04-08T20:20:00Z,=,0.02,=,0.52,=,0.08
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1992,Spring,4,1992-04-09,1992-04-09T19:30:00Z,=,0.07,=,0.49,=,0.09
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1992,Spring,4,1992-04-09,1992-04-09T17:35:00Z,=,0.1,=,0.5,=,0.1
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1992,Spring,4,1992-04-09,1992-04-09T18:20:00Z,=,0.21,=,0.42,=,0.11
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1992,Spring,4,1992-04-09,1992-04-09T20:20:00Z,=,0.1,=,0.49,=,0.08
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1992,Spring,4,1992-04-09,1992-04-09T16:55:00Z,=,0.07,=,0.52,=,0.1
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1992,Spring,4,1992-04-09,1992-04-09T14:45:00Z,=,0.1,=,0.53,=,0.1
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1992,Spring,4,1992-04-09,1992-04-09T15:40:00Z,=,0.09,=,0.55,=,0.1
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1992,Spring,4,1992-04-10,1992-04-10T18:25:00Z,=,0.08,=,0.56,=,0.1
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1992,Spring,4,1992-04-10,1992-04-10T19:35:00Z,=,0.09,=,0.52,=,0.1
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1992,Spring,4,1992-04-10,1992-04-10T19:15:00Z,=,0.09,=,0.52,=,0.1
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1992,Spring,4,1992-04-10,1992-04-10T20:20:00Z,=,0.02,=,0.48,=,0.09
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1992,Spring,4,1992-04-10,1992-04-10T20:50:00Z,=,0.06,=,0.51,=,0.09
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1992,Spring,4,1992-04-10,1992-04-10T17:05:00Z,=,0.08,=,0.33,=,0.09
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1992,Spring,4,1992-04-10,1992-04-10T17:55:00Z,=,0.1,=,0.54,=,0.1
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1992,Spring,4,1992-04-22,1992-04-22T15:30:00Z,=,0.29,=,0.23,=,NA
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1992,Spring,4,1992-04-22,1992-04-22T19:20:00Z,=,0.02,=,1.1,=,NA
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1992,Spring,4,1992-04-22,1992-04-22T19:50:00Z,=,0.02,=,0.4,=,NA
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1992,Spring,4,1992-04-22,1992-04-22T16:35:00Z,=,0.03,=,0.37,=,NA
EMP,MD7A,38.11382,-121.498,SouthCentral,Lower Mokelumne River,1992,Spring,4,1992-04-22,1992-04-22T16:10:00Z,=,0.14,=,0.29,=,NA
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1992,Spring,4,1992-04-22,1992-04-22T17:50:00Z,=,1,=,2.1,=,NA
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1992,Spring,4,1992-04-23,1992-04-23T20:25:00Z,=,0.02,=,0.42,=,NA
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1992,Spring,4,1992-04-23,1992-04-23T18:45:00Z,=,0.02,=,0.45,=,NA
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1992,Spring,4,1992-04-23,1992-04-23T16:55:00Z,=,0.13,=,0.45,=,NA
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1992,Spring,4,1992-04-23,1992-04-23T17:40:00Z,=,0.22,=,0.38,=,NA
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1992,Spring,4,1992-04-23,1992-04-23T19:35:00Z,=,0.05,=,0.44,=,NA
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1992,Spring,4,1992-04-23,1992-04-23T16:15:00Z,=,0.07,=,0.52,=,NA
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1992,Spring,4,1992-04-23,1992-04-23T14:05:00Z,=,0.08,=,0.58,=,NA
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1992,Spring,4,1992-04-23,1992-04-23T15:00:00Z,=,0.06,=,0.57,=,NA
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1992,Spring,4,1992-04-24,1992-04-24T18:35:00Z,=,0.05,=,0.58,=,NA
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1992,Spring,4,1992-04-24,1992-04-24T19:55:00Z,=,0.05,=,0.49,=,NA
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1992,Spring,4,1992-04-24,1992-04-24T19:30:00Z,=,0.03,=,0.5,=,NA
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1992,Spring,4,1992-04-24,1992-04-24T20:45:00Z,< (estimated),0.01,=,0.35,=,NA
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1992,Spring,4,1992-04-24,1992-04-24T21:15:00Z,=,0.02,=,0.46,=,NA
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1992,Spring,4,1992-04-24,1992-04-24T17:10:00Z,=,0.08,=,0.5,=,NA
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1992,Spring,4,1992-04-24,1992-04-24T18:05:00Z,=,0.06,=,0.59,=,NA
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1992,Spring,5,1992-05-07,1992-05-07T16:10:00Z,=,0.66,=,0.24,=,0.19
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1992,Spring,5,1992-05-07,1992-05-07T19:00:00Z,< (estimated),0.01,=,0.69,=,0.07
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1992,Spring,5,1992-05-07,1992-05-07T17:15:00Z,< (estimated),0.01,=,0.16,=,0.05
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1992,Spring,5,1992-05-08,1992-05-08T20:10:00Z,< (estimated),0.01,=,0.13,=,0.04
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1992,Spring,5,1992-05-08,1992-05-08T20:50:00Z,< (estimated),0.01,< (estimated),0.01,=,0.03
EMP,MD7A,38.11382,-121.498,SouthCentral,Lower Mokelumne River,1992,Spring,5,1992-05-08,1992-05-08T17:05:00Z,< (estimated),0.01,=,0.18,=,0.04
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1992,Spring,5,1992-05-08,1992-05-08T18:50:00Z,=,0.18,=,1,=,0.2
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1992,Spring,5,1992-05-11,1992-05-11T23:15:00Z,< (estimated),0.01,=,0.23,=,0.07
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1992,Spring,5,1992-05-11,1992-05-11T21:30:00Z,=,0.04,=,0.43,=,0.11
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1992,Spring,5,1992-05-11,1992-05-11T22:10:00Z,=,0.02,=,0.49,=,0.1
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1992,Spring,5,1992-05-11,1992-05-12T00:05:00Z,< (estimated),0.01,=,0.21,=,0.04
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1992,Spring,5,1992-05-11,1992-05-11T20:55:00Z,=,0.06,=,0.47,=,0.12
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1992,Spring,5,1992-05-11,1992-05-11T19:00:00Z,=,0.08,=,0.47,=,0.13
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1992,Spring,5,1992-05-11,1992-05-11T19:45:00Z,=,0.07,=,0.48,=,0.13
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1992,Spring,5,1992-05-12,1992-05-12T22:10:00Z,=,0.08,=,0.46,=,0.13
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1992,Spring,5,1992-05-12,1992-05-12T23:20:00Z,=,0.07,=,0.4,=,0.12
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1992,Spring,5,1992-05-12,1992-05-12T22:55:00Z,=,0.08,=,0.38,=,0.11
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1992,Spring,5,1992-05-12,1992-05-13T00:05:00Z,=,0.01,=,0.17,=,0.08
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1992,Spring,5,1992-05-12,1992-05-13T00:35:00Z,=,0.01,=,0.24,=,0.08
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1992,Spring,5,1992-05-12,1992-05-12T20:50:00Z,=,0.08,=,0.38,=,0.12
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1992,Spring,5,1992-05-12,1992-05-12T21:40:00Z,=,0.08,=,0.48,=,0.13
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1992,Spring,5,1992-05-22,1992-05-22T16:05:00Z,=,0.49,=,0.13,=,NA
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1992,Spring,5,1992-05-22,1992-05-22T19:05:00Z,< (estimated),0.01,< (estimated),0.01,=,NA
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1992,Spring,5,1992-05-22,1992-05-22T20:20:00Z,=,0.01,=,0.05,=,NA
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1992,Spring,5,1992-05-22,1992-05-22T17:15:00Z,< (estimated),0.01,=,0.12,=,NA
EMP,MD7A,38.11382,-121.498,SouthCentral,Lower Mokelumne River,1992,Spring,5,1992-05-22,1992-05-22T16:35:00Z,=,0.02,=,0.34,=,NA
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1992,Spring,5,1992-05-22,1992-05-22T18:20:00Z,=,0.2,=,0.77,=,NA
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1992,Spring,5,1992-05-26,1992-05-27T00:25:00Z,=,0.06,=,0.13,=,NA
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1992,Spring,5,1992-05-26,1992-05-26T22:25:00Z,=,0.03,=,0.29,=,NA
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1992,Spring,5,1992-05-26,1992-05-26T20:35:00Z,=,0.05,=,0.49,=,NA
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1992,Spring,5,1992-05-26,1992-05-26T21:20:00Z,=,0.11,=,0.53,=,NA
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1992,Spring,5,1992-05-26,1992-05-26T23:15:00Z,< (estimated),0.01,=,0.17,=,NA
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1992,Spring,5,1992-05-26,1992-05-26T20:00:00Z,=,0.07,=,0.46,=,NA
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1992,Spring,5,1992-05-26,1992-05-26T18:05:00Z,=,0.06,=,0.49,=,NA
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1992,Spring,5,1992-05-26,1992-05-26T18:55:00Z,=,0.07,=,0.48,=,NA
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1992,Spring,5,1992-05-27,1992-05-27T22:20:00Z,=,0.05,=,0.48,=,NA
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1992,Spring,5,1992-05-27,1992-05-27T23:30:00Z,=,0.06,=,0.44,=,NA
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1992,Spring,5,1992-05-27,1992-05-27T23:05:00Z,=,0.06,=,0.43,=,NA
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1992,Spring,5,1992-05-27,1992-05-28T00:10:00Z,=,0.02,=,0.31,=,NA
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1992,Spring,5,1992-05-27,1992-05-28T00:35:00Z,=,0.03,=,0.36,=,NA
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1992,Spring,5,1992-05-27,1992-05-27T21:05:00Z,=,0.06,=,0.4,=,NA
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1992,Spring,5,1992-05-27,1992-05-27T21:55:00Z,=,0.05,=,0.42,=,NA
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1992,Summer,6,1992-06-04,1992-06-04T18:45:00Z,=,0.06,=,0.31,=,0.11
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1992,Summer,6,1992-06-05,1992-06-05T15:40:00Z,=,0.31,=,0.08,=,0.08
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1992,Summer,6,1992-06-05,1992-06-05T19:05:00Z,=,0.03,=,0.02,=,0.13
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1992,Summer,6,1992-06-05,1992-06-05T16:55:00Z,=,0.01,=,0.1,=,0.13
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1992,Summer,6,1992-06-08,1992-06-08T22:40:00Z,=,0.03,=,0.31,=,0.1
EMP,MD7A,38.11382,-121.498,SouthCentral,Lower Mokelumne River,1992,Summer,6,1992-06-08,1992-06-08T19:00:00Z,=,0.03,=,0.3,=,0.07
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1992,Summer,6,1992-06-08,1992-06-08T20:45:00Z,=,0.04,=,0.74,=,0.27
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1992,Summer,6,1992-06-09,1992-06-09T21:30:00Z,=,0.05,=,0.38,=,0.11
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,1992,Summer,6,1992-06-09,1992-06-09T23:00:00Z,=,0.04,=,0.33,=,0.11
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1992,Summer,6,1992-06-09,1992-06-09T19:50:00Z,=,0.06,=,0.45,=,0.12
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1992,Summer,6,1992-06-09,1992-06-09T20:30:00Z,=,0.16,=,0.36,=,0.1
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1992,Summer,6,1992-06-09,1992-06-09T22:15:00Z,=,0.11,=,0.24,=,0.1
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1992,Summer,6,1992-06-09,1992-06-09T19:25:00Z,=,0.06,=,0.45,=,0.12
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1992,Summer,6,1992-06-09,1992-06-09T17:40:00Z,=,0.05,=,0.47,=,0.14
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1992,Summer,6,1992-06-09,1992-06-09T18:25:00Z,=,0.05,=,0.48,=,0.13
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1992,Summer,6,1992-06-10,1992-06-10T21:20:00Z,=,0.04,=,0.45,=,0.13
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1992,Summer,6,1992-06-10,1992-06-10T22:30:00Z,=,0.05,=,0.43,=,0.13
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1992,Summer,6,1992-06-10,1992-06-10T22:05:00Z,=,0.04,=,0.42,=,0.13
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1992,Summer,6,1992-06-10,1992-06-10T23:05:00Z,=,0.03,=,0.39,=,0.11
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1992,Summer,6,1992-06-10,1992-06-10T23:35:00Z,=,0.04,=,0.39,=,0.12
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1992,Summer,6,1992-06-10,1992-06-10T20:15:00Z,=,0.06,=,0.42,=,0.14
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1992,Summer,6,1992-06-10,1992-06-10T20:55:00Z,=,0.04,=,0.45,=,0.14
USGS-CAWSC,11447650,38.456111908,-121.500274658,North,Middle Sacramento River,1992,Summer,6,1992-06-16,1992-06-16T18:10:00Z,=,0.02,=,0.078,=,0.02
USGS-SFBP,2,38.063333,-121.851667,Confluence,Confluence,1992,Summer,6,1992-06-16,1992-06-16T23:36:00Z,=,0.0658329,=,0.44192085000000003,=,0.13194924
USGS-SFBP,3,38.051667,-121.88,Confluence,Confluence,1992,Summer,6,1992-06-16,1992-06-16T23:21:00Z,=,0.06709353,=,0.44920449,=,0.13442716
USGS-SFBP,4,38.048333,-121.935,Suisun Bay,Honker Bay,1992,Summer,6,1992-06-16,1992-06-16T22:45:00Z,=,0.06513255000000001,=,0.46012995,=,0.13690508
USGS-SFBP,5,38.06,-121.98,Suisun Bay,Mid Suisun Bay,1992,Summer,6,1992-06-16,1992-06-16T22:20:00Z,=,0.060370169999999994,=,0.46797386999999996,=,0.13876352000000003
USGS-SFBP,6,38.065,-122.035,Suisun Bay,Mid Suisun Bay,1992,Summer,6,1992-06-16,1992-06-16T21:48:00Z,=,0.06639318000000001,=,0.47203590000000006,=,0.14495832
USGS-SFBP,649,38.06,-121.8,Confluence,Lower Sacramento River,1992,Summer,6,1992-06-16,1992-06-16T23:55:00Z,=,0.061630800000000006,=,0.43743861,=,0.12575444
