Source,Station,Latitude,Longitude,Region,SubRegion,YearAdj,Season,Month,Date,Datetime,DissAmmonia_Sign,DissAmmonia,DissNitrateNitrite_Sign,DissNitrateNitrite,DissOrthophos_Sign,DissOrthophos
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Winter,1,1975-01-07,1975-01-07T21:00:00Z,=,NA,=,NA,=,0.07
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Winter,1,1975-01-07,1975-01-08T00:00:00Z,=,NA,=,NA,=,0.07
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Winter,1,1975-01-07,1975-01-07T21:00:00Z,=,NA,=,NA,=,0.06
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Winter,1,1975-01-07,1975-01-07T22:00:00Z,=,NA,=,NA,=,0.07
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Winter,1,1975-01-07,1975-01-07T23:00:00Z,=,NA,=,NA,=,0.06
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Winter,1,1975-01-07,1975-01-07T20:00:00Z,=,NA,=,NA,=,0.07
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Winter,1,1975-01-08,1975-01-08T21:00:00Z,=,NA,=,NA,=,0.07
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Winter,1,1975-01-08,1975-01-08T22:00:00Z,=,NA,=,NA,=,0.07
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Winter,1,1975-01-08,1975-01-08T22:00:00Z,=,NA,=,NA,=,0.07
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Winter,1,1975-01-08,1975-01-08T20:00:00Z,=,NA,=,NA,=,0.08
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Winter,1,1975-01-08,1975-01-08T20:00:00Z,=,NA,=,NA,=,0.09
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Winter,1,1975-01-08,1975-01-08T19:00:00Z,=,NA,=,NA,=,0.08
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Winter,1,1975-01-08,1975-01-08T21:00:00Z,=,NA,=,NA,=,0.08
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Winter,1,1975-01-08,1975-01-08T19:00:00Z,=,NA,=,NA,=,0.07
USGS-SFBP,1,38.04,-121.84,Confluence,Confluence,1975,Winter,1,1975-01-15,1975-01-16T00:44:00Z,=,0.0770385,=,0.35857920000000004,=,0.05699216000000001
USGS-SFBP,2,38.063333,-121.851667,Confluence,Confluence,1975,Winter,1,1975-01-15,1975-01-16T00:35:00Z,=,0.0784392,=,0.34597289999999997,=,0.044292820000000004
USGS-SFBP,3,38.051667,-121.88,Confluence,Confluence,1975,Winter,1,1975-01-15,1975-01-16T00:12:00Z,=,0.07745871,=,0.3543771,=,0.14743624
USGS-SFBP,6,38.065,-122.035,Suisun Bay,Mid Suisun Bay,1975,Winter,1,1975-01-15,1975-01-15T23:07:30Z,=,0.12816405,=,0.3431715,=,0.1471265
USGS-SFBP,7,38.048333,-122.096667,Suisun Bay,West Suisun Bay,1975,Winter,1,1975-01-15,1975-01-15T22:23:00Z,=,0.11513754000000001,=,0.3487743,=,0.07805448000000001
USGS-SFBP,1,38.04,-121.84,Confluence,Confluence,1975,Winter,1,1975-01-16,1975-01-16T16:37:00Z,=,0.05938968000000001,=,0.3949974,=,0.06256748000000001
USGS-SFBP,2,38.063333,-121.851667,Confluence,Confluence,1975,Winter,1,1975-01-16,1975-01-16T16:48:00Z,=,0.060370169999999994,=,0.37258620000000003,=,0.059779820000000004
USGS-SFBP,3,38.051667,-121.88,Confluence,Confluence,1975,Winter,1,1975-01-16,1975-01-16T16:53:00Z,=,0.05938968000000001,=,0.3417708,=,0.052036320000000004
USGS-SFBP,4,38.048333,-121.935,Suisun Bay,Honker Bay,1975,Winter,1,1975-01-16,1975-01-16T17:14:00Z,=,0.060370169999999994,=,0.35157570000000005,=,0.057611640000000006
USGS-SFBP,5,38.06,-121.98,Suisun Bay,Mid Suisun Bay,1975,Winter,1,1975-01-16,1975-01-16T17:27:00Z,=,0.07899948,=,0.3669834,=,0.061948
USGS-SFBP,6,38.065,-122.035,Suisun Bay,Mid Suisun Bay,1975,Winter,1,1975-01-16,1975-01-16T17:42:00Z,=,0.08054025000000001,=,0.3683841,=,0.0634967
USGS-SFBP,7,38.048333,-122.096667,Suisun Bay,West Suisun Bay,1975,Winter,1,1975-01-16,1975-01-16T18:01:00Z,=,0.12116055,=,0.36558270000000004,=,0.0727889
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1975,Winter,1,1975-01-21,1975-01-21T23:00:00Z,=,NA,=,NA,=,0.08
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Winter,1,1975-01-21,1975-01-21T22:00:00Z,=,NA,=,NA,=,0.17
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Winter,1,1975-01-22,1975-01-22T20:00:00Z,=,NA,=,NA,=,0.08
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1975,Winter,2,1975-02-03,1975-02-03T22:00:00Z,=,NA,=,NA,=,0.07
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Winter,2,1975-02-03,1975-02-03T22:00:00Z,=,NA,=,NA,=,0.06
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Winter,2,1975-02-03,1975-02-03T21:00:00Z,=,NA,=,NA,=,0.15
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Winter,2,1975-02-03,1975-02-03T20:00:00Z,=,NA,=,NA,=,0.13
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Winter,2,1975-02-04,1975-02-04T20:00:00Z,=,NA,=,NA,=,0.07
EMP,MD6,38.1415,-121.4687,SouthCentral,Lower Mokelumne River,1975,Winter,2,1975-02-04,1975-02-04T19:00:00Z,=,NA,=,NA,=,0.05
EMP,MD7,38.12513,-121.497,SouthCentral,Lower Mokelumne River,1975,Winter,2,1975-02-04,1975-02-04T20:00:00Z,=,NA,=,NA,=,0.07
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Winter,2,1975-02-05,1975-02-05T20:00:00Z,=,NA,=,NA,=,0.06
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Winter,2,1975-02-05,1975-02-05T22:00:00Z,=,NA,=,NA,=,0.06
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Winter,2,1975-02-05,1975-02-05T23:00:00Z,=,NA,=,NA,=,0.07
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Winter,2,1975-02-05,1975-02-05T20:00:00Z,=,NA,=,NA,=,0.06
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Winter,2,1975-02-05,1975-02-05T21:00:00Z,=,NA,=,NA,=,0.07
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Winter,2,1975-02-05,1975-02-05T22:00:00Z,=,NA,=,NA,=,0.07
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Winter,2,1975-02-05,1975-02-05T19:00:00Z,=,NA,=,NA,=,0.07
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Winter,2,1975-02-06,1975-02-06T21:00:00Z,=,NA,=,NA,=,0.07
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Winter,2,1975-02-06,1975-02-06T22:00:00Z,=,NA,=,NA,=,0.07
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Winter,2,1975-02-06,1975-02-06T23:00:00Z,=,NA,=,NA,=,0.07
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Winter,2,1975-02-06,1975-02-06T20:00:00Z,=,NA,=,NA,=,0.07
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Winter,2,1975-02-06,1975-02-06T20:00:00Z,=,NA,=,NA,=,0.07
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Winter,2,1975-02-06,1975-02-06T19:00:00Z,=,NA,=,NA,=,0.07
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Winter,2,1975-02-06,1975-02-06T21:00:00Z,=,NA,=,NA,=,0.08
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Winter,2,1975-02-06,1975-02-06T19:00:00Z,=,NA,=,NA,=,0.07
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Spring,3,1975-03-18,1975-03-18T22:00:00Z,=,NA,=,0.14,=,0.06
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1975,Spring,3,1975-03-18,1975-03-18T18:00:00Z,=,NA,=,0.71,=,0.1
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Spring,3,1975-03-18,1975-03-18T20:00:00Z,=,NA,=,0.81,=,0.1
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Spring,3,1975-03-18,1975-03-18T19:00:00Z,=,NA,=,0.63,=,0.08
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Spring,3,1975-03-18,1975-03-18T16:00:00Z,=,NA,=,0.69,=,0.25
EMP,MD6,38.1415,-121.4687,SouthCentral,Lower Mokelumne River,1975,Spring,3,1975-03-18,1975-03-18T16:00:00Z,=,NA,=,0.65,=,0.28
EMP,MD7,38.12513,-121.497,SouthCentral,Lower Mokelumne River,1975,Spring,3,1975-03-18,1975-03-18T16:00:00Z,=,NA,=,0.27,=,0.05
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Spring,3,1975-03-18,1975-03-18T18:00:00Z,=,NA,=,0.62,=,0.16
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Spring,3,1975-03-19,1975-03-19T16:00:00Z,=,NA,=,0.22,=,0.05
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Spring,3,1975-03-19,1975-03-19T18:00:00Z,=,NA,=,0.4,=,0.06
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Spring,3,1975-03-19,1975-03-19T19:00:00Z,=,NA,=,0.36,=,0.07
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Spring,3,1975-03-19,1975-03-19T16:00:00Z,=,NA,=,0.24,=,0.05
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Spring,3,1975-03-19,1975-03-19T17:00:00Z,=,NA,=,0.19,=,0.05
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Spring,3,1975-03-19,1975-03-19T19:00:00Z,=,NA,=,0.42,=,0.08
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Spring,3,1975-03-19,1975-03-19T16:00:00Z,=,NA,=,0.28,=,0.05
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Spring,3,1975-03-20,1975-03-20T18:00:00Z,=,NA,=,0.28,=,0.06
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Spring,3,1975-03-20,1975-03-20T18:00:00Z,=,NA,=,0.38,=,0.06
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Spring,3,1975-03-20,1975-03-20T19:00:00Z,=,NA,=,0.46,=,0.07
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Spring,3,1975-03-20,1975-03-20T17:00:00Z,=,NA,=,0.28,=,0.06
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Spring,3,1975-03-20,1975-03-20T16:00:00Z,=,NA,=,0.29,=,0.06
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Spring,3,1975-03-20,1975-03-20T16:00:00Z,=,NA,=,0.29,=,0.06
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Spring,3,1975-03-20,1975-03-20T17:00:00Z,=,NA,=,0.29,=,0.06
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Spring,3,1975-03-20,1975-03-20T15:00:00Z,=,NA,=,0.25,=,0.05
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Spring,4,1975-04-01,1975-04-01T23:00:00Z,=,NA,=,0.16,=,0.02
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1975,Spring,4,1975-04-01,1975-04-01T20:00:00Z,=,NA,=,0.71,=,0.07
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Spring,4,1975-04-01,1975-04-01T20:00:00Z,=,NA,=,0.83,=,0.09
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Spring,4,1975-04-01,1975-04-01T19:00:00Z,=,NA,=,0.53,=,0.08
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Spring,4,1975-04-01,1975-04-01T18:00:00Z,=,NA,=,0.78,=,0.23
EMP,MD6,38.1415,-121.4687,SouthCentral,Lower Mokelumne River,1975,Spring,4,1975-04-01,1975-04-01T16:00:00Z,=,NA,=,0.78,=,0.27
EMP,MD7,38.12513,-121.497,SouthCentral,Lower Mokelumne River,1975,Spring,4,1975-04-01,1975-04-01T16:00:00Z,=,NA,=,0.18,=,0.04
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Spring,4,1975-04-01,1975-04-01T17:00:00Z,=,NA,=,0.59,=,0.11
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Spring,4,1975-04-02,1975-04-02T17:00:00Z,=,NA,=,0.17,=,0.04
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Spring,4,1975-04-02,1975-04-02T18:00:00Z,=,NA,=,0.33,=,0.06
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Spring,4,1975-04-02,1975-04-02T20:00:00Z,=,NA,=,0.26,=,0.05
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Spring,4,1975-04-02,1975-04-02T17:00:00Z,=,NA,=,0.18,=,0.03
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Spring,4,1975-04-02,1975-04-02T18:00:00Z,=,NA,=,0.17,=,0.03
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Spring,4,1975-04-02,1975-04-02T19:00:00Z,=,NA,=,0.22,=,0.04
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Spring,4,1975-04-02,1975-04-02T16:00:00Z,=,NA,=,0.18,=,0.03
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Spring,4,1975-04-03,1975-04-03T19:00:00Z,=,NA,=,0.24,=,0.04
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Spring,4,1975-04-03,1975-04-03T19:00:00Z,=,NA,=,0.35,=,0.04
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Spring,4,1975-04-03,1975-04-03T20:00:00Z,=,NA,=,0.4,=,0.05
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Spring,4,1975-04-03,1975-04-03T18:00:00Z,=,NA,=,0.23,=,0.03
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Spring,4,1975-04-03,1975-04-03T17:00:00Z,=,NA,=,0.21,=,0.04
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Spring,4,1975-04-03,1975-04-03T17:00:00Z,=,NA,=,0.22,=,0.05
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Spring,4,1975-04-03,1975-04-03T18:00:00Z,=,NA,=,0.23,=,0.04
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Spring,4,1975-04-03,1975-04-03T16:00:00Z,=,NA,=,0.18,=,0.04
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Spring,4,1975-04-16,1975-04-16T19:00:00Z,=,NA,=,0.7,=,0.08
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Spring,4,1975-04-16,1975-04-16T18:00:00Z,=,NA,=,0.43,=,0.07
EMP,MD6,38.1415,-121.4687,SouthCentral,Lower Mokelumne River,1975,Spring,4,1975-04-16,1975-04-16T15:00:00Z,=,NA,=,0.78,=,0.22
EMP,MD7,38.12513,-121.497,SouthCentral,Lower Mokelumne River,1975,Spring,4,1975-04-16,1975-04-16T16:00:00Z,=,NA,=,0.22,=,0.06
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Spring,4,1975-04-16,1975-04-16T17:00:00Z,=,NA,=,0.82,=,0.11
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Spring,4,1975-04-18,1975-04-19T01:00:00Z,=,NA,=,0.14,=,0.06
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1975,Spring,4,1975-04-18,1975-04-18T21:00:00Z,=,NA,=,0.98,=,0.09
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Spring,4,1975-04-18,1975-04-18T18:00:00Z,=,NA,=,0.34,=,0.16
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Spring,4,1975-04-22,1975-04-22T22:00:00Z,=,NA,=,0.25,=,0.05
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Spring,4,1975-04-22,1975-04-23T00:00:00Z,=,NA,=,0.27,=,0.05
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Spring,4,1975-04-22,1975-04-23T01:00:00Z,=,NA,=,0.24,=,0.05
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Spring,4,1975-04-22,1975-04-22T22:00:00Z,=,NA,=,0.2,=,0.05
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Spring,4,1975-04-22,1975-04-22T23:00:00Z,=,NA,=,0.19,=,0.06
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Spring,4,1975-04-22,1975-04-23T00:00:00Z,=,NA,=,0.22,=,0.06
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Spring,4,1975-04-22,1975-04-22T21:00:00Z,=,NA,=,0.22,=,0.06
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Spring,4,1975-04-23,1975-04-23T23:00:00Z,=,NA,=,0.21,=,0.06
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Spring,4,1975-04-23,1975-04-24T00:00:00Z,=,NA,=,0.22,=,0.06
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Spring,4,1975-04-23,1975-04-24T00:00:00Z,=,NA,=,0.24,=,0.06
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Spring,4,1975-04-23,1975-04-23T22:00:00Z,=,NA,=,0.26,=,0.07
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Spring,4,1975-04-23,1975-04-23T22:00:00Z,=,NA,=,0.27,=,0.07
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Spring,4,1975-04-23,1975-04-23T21:00:00Z,=,NA,=,0.26,=,0.06
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Spring,4,1975-04-23,1975-04-23T22:00:00Z,=,NA,=,0.22,=,0.06
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Spring,4,1975-04-23,1975-04-23T21:00:00Z,=,NA,=,0.24,=,0.06
USGS-SFBP,1,38.04,-121.84,Confluence,Confluence,1975,Spring,4,1975-04-24,1975-04-25T00:25:00Z,=,0.0350175,=,0.2087043,=,0.04274412
USGS-SFBP,3,38.051667,-121.88,Confluence,Confluence,1975,Spring,4,1975-04-24,1975-04-24T23:41:00Z,=,0.03543771,=,0.18769380000000002,=,0.0495584
USGS-SFBP,6,38.065,-122.035,Suisun Bay,Mid Suisun Bay,1975,Spring,4,1975-04-24,1975-04-24T22:21:00Z,=,0.08460228,=,0.46503240000000007,=,0.06783306
USGS-SFBP,7,38.048333,-122.096667,Suisun Bay,West Suisun Bay,1975,Spring,4,1975-04-24,1975-04-24T21:42:00Z,=,0.08446221000000001,=,0.2689344,=,0.0650454
USGS-SFBP,2,38.063333,-121.851667,Confluence,Confluence,1975,Spring,4,1975-04-25,1975-04-25T13:56:00Z,=,0.02787393,=,0.2199099,=,0.046770740000000005
USGS-SFBP,3,38.051667,-121.88,Confluence,Confluence,1975,Spring,4,1975-04-25,1975-04-25T14:09:00Z,=,0.02927463,=,0.2017008,=,0.042124640000000005
USGS-SFBP,4,38.048333,-121.935,Suisun Bay,Honker Bay,1975,Spring,4,1975-04-25,1975-04-25T14:30:00Z,=,0.02647323,=,0.2059029,=,0.042124640000000005
USGS-SFBP,5,38.06,-121.98,Suisun Bay,Mid Suisun Bay,1975,Spring,4,1975-04-25,1975-04-25T14:41:00Z,=,0.042161069999999995,=,0.23251620000000003,=,0.054514240000000005
USGS-SFBP,6,38.065,-122.035,Suisun Bay,Mid Suisun Bay,1975,Spring,4,1975-04-25,1975-04-25T15:00:00Z,=,0.05000499,=,0.252126,=,0.057611640000000006
USGS-SFBP,7,38.048333,-122.096667,Suisun Bay,West Suisun Bay,1975,Spring,4,1975-04-25,1975-04-25T15:33:00Z,=,0.0798399,=,0.2731365,< (estimated),0.0015
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Spring,5,1975-05-01,1975-05-01T16:00:00Z,=,NA,=,0.1,=,0.05
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1975,Spring,5,1975-05-01,1975-05-01T21:00:00Z,=,NA,=,0.93,=,0.15
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Spring,5,1975-05-01,1975-05-01T20:00:00Z,=,NA,=,0.33,=,0.07
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Spring,5,1975-05-01,1975-05-01T19:00:00Z,=,NA,=,0.2,=,0.06
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Spring,5,1975-05-01,1975-05-01T18:00:00Z,=,NA,=,0.11,=,0.12
EMP,MD6,38.1415,-121.4687,SouthCentral,Lower Mokelumne River,1975,Spring,5,1975-05-01,1975-05-01T16:00:00Z,=,NA,=,0.15,=,0.05
EMP,MD7,38.12513,-121.497,SouthCentral,Lower Mokelumne River,1975,Spring,5,1975-05-01,1975-05-01T17:00:00Z,=,NA,=,0.09,=,0.04
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Spring,5,1975-05-01,1975-05-01T18:00:00Z,=,NA,=,NA,=,0.23
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Spring,5,1975-05-07,1975-05-07T22:00:00Z,=,NA,=,0.13,=,0.05
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Spring,5,1975-05-07,1975-05-08T00:00:00Z,=,NA,=,0.12,=,0.05
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Spring,5,1975-05-07,1975-05-08T01:00:00Z,=,NA,=,0.14,=,0.05
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Spring,5,1975-05-07,1975-05-07T23:00:00Z,=,NA,=,0.13,=,0.05
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Spring,5,1975-05-07,1975-05-07T23:00:00Z,=,NA,=,0.12,=,0.06
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Spring,5,1975-05-07,1975-05-08T01:00:00Z,=,NA,=,0.13,=,0.05
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Spring,5,1975-05-07,1975-05-07T22:00:00Z,=,NA,=,0.13,=,0.05
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Spring,5,1975-05-08,1975-05-08T23:00:00Z,=,NA,=,0.13,=,0.05
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Spring,5,1975-05-08,1975-05-09T00:00:00Z,=,NA,=,0.07,=,0.04
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Spring,5,1975-05-08,1975-05-09T00:00:00Z,=,NA,=,0.07,=,0.04
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Spring,5,1975-05-08,1975-05-08T23:00:00Z,=,NA,=,0.2,=,0.06
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Spring,5,1975-05-08,1975-05-08T22:00:00Z,=,NA,=,0.24,=,0.07
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Spring,5,1975-05-08,1975-05-08T22:00:00Z,=,NA,=,0.16,=,0.05
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Spring,5,1975-05-08,1975-05-08T23:00:00Z,=,NA,=,0.16,=,0.05
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Spring,5,1975-05-08,1975-05-08T21:00:00Z,=,NA,=,0.13,=,0.05
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Spring,5,1975-05-15,1975-05-15T23:00:00Z,=,NA,=,0.08,=,0.04
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1975,Spring,5,1975-05-15,1975-05-15T19:00:00Z,=,NA,=,0.4,=,0.07
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Spring,5,1975-05-15,1975-05-15T19:00:00Z,=,NA,=,0.17,=,0.05
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Spring,5,1975-05-15,1975-05-15T18:00:00Z,=,NA,=,0.04,=,0.02
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Spring,5,1975-05-15,1975-05-15T17:00:00Z,=,NA,=,0.08,=,0.07
EMP,MD6,38.1415,-121.4687,SouthCentral,Lower Mokelumne River,1975,Spring,5,1975-05-15,1975-05-15T15:00:00Z,=,NA,=,NA,=,0.02
EMP,MD7,38.12513,-121.497,SouthCentral,Lower Mokelumne River,1975,Spring,5,1975-05-15,1975-05-15T15:00:00Z,=,NA,=,0.1,=,0.04
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Spring,5,1975-05-15,1975-05-15T17:00:00Z,=,NA,=,0.54,=,0.21
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Spring,5,1975-05-21,1975-05-21T22:00:00Z,=,NA,=,0.01,=,0.03
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Spring,5,1975-05-21,1975-05-21T23:00:00Z,=,NA,=,0.06,=,0.04
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Spring,5,1975-05-21,1975-05-22T00:00:00Z,=,NA,=,0.09,=,0.04
