YearAdj,Season,Date,InflowSacR,InflowYolo,InflowEast,InflowTotal,Outflow,Export,X2,TotalUSGSOutflow,CacheFlow
1994,Spring,1994-04-02,9790,46,2184,12020,7459,2811,76.2232936573576,NA,NA
1994,Spring,1994-04-03,9900,46,2214,12160,7485,2925,76.2572410037366,NA,NA
1994,Spring,1994-04-04,9640,44,2255,11939,7379,2760,82.8673970098011,NA,NA
1994,Spring,1994-04-05,8710,40,2245,10995,6128,3067,83.0128615517845,NA,NA
1994,Spring,1994-04-06,8360,38,2175,10573,5750,3023,83.1634796689242,NA,NA
1994,Spring,1994-04-07,8600,35,2173,10808,6353,2770,83.3545496922223,NA,NA
1994,Spring,1994-04-08,8010,35,2037,10082,7065,3116,83.4408401827494,NA,NA
1994,Spring,1994-04-09,8130,31,2115,10276,7719,2656,83.5571812034435,NA,NA
1994,Spring,1994-04-10,8440,30,2296,10766,8193,2672,83.066702428223,NA,NA
1994,Spring,1994-04-11,8460,28,2204,10692,8761,2030,82.6523585057036,NA,NA
1994,Spring,1994-04-12,8650,25,2018,10693,8140,2537,82.3991325653078,NA,NA
1994,Spring,1994-04-13,8400,25,1952,10377,6525,1952,77.5347133501523,NA,NA
1994,Spring,1994-04-14,8550,28,1916,10494,6684,1910,78.112153885812,NA,NA
1994,Spring,1994-04-15,7810,31,1891,9732,5896,1936,78.8990892002505,NA,NA
1994,Spring,1994-04-16,7350,42,1830,9222,6089,1233,79.0402148088667,NA,NA
1994,Spring,1994-04-17,7610,46,1915,9571,6727,944,80.0188661077211,NA,NA
1994,Spring,1994-04-18,7170,46,1969,9185,6337,948,78.9138961066765,NA,NA
1994,Spring,1994-04-19,7480,43,1936,9459,5721,1838,79.3451262302236,NA,NA
1994,Spring,1994-04-20,7760,40,1935,9735,6741,1094,78.8849969965207,NA,NA
1994,Spring,1994-04-21,7910,40,1901,9851,6584,1367,78.0830721763759,NA,NA
1994,Spring,1994-04-22,7830,40,1912,9782,6045,1837,78.6156843433687,NA,NA
1994,Spring,1994-04-23,7880,36,1950,9866,8611,1476,78.8925104312076,NA,NA
1994,Spring,1994-04-24,7890,35,2294,10219,10294,1587,78.8463779883968,NA,NA
1994,Spring,1994-04-25,7400,33,2952,10385,12525,1528,80.1079625430111,NA,NA
1994,Spring,1994-04-26,8340,30,3590,11960,14509,1119,80.3650770428572,NA,NA
1994,Spring,1994-04-27,8890,29,3909,12828,14988,1508,81.1810473756113,NA,NA
1994,Spring,1994-04-28,9900,30,4147,14077,13241,2333,81.0356543012821,NA,NA
1994,Spring,1994-04-29,9540,30,4152,13722,10618,3110,80.7493165687337,NA,NA
1994,Spring,1994-04-30,9260,30,3593,12883,7311,3572,80.9349374611419,NA,NA
1994,Spring,1994-05-01,8460,32,2933,11425,7488,1937,80.1441859255513,NA,NA
1994,Spring,1994-05-02,8060,33,2526,10619,6917,1702,79.5485197154645,NA,NA
1994,Spring,1994-05-03,8250,33,2240,10523,7365,1108,79.0974694876533,NA,NA
1994,Spring,1994-05-04,8170,33,2152,10355,6793,1462,78.9315213945805,NA,NA
1994,Spring,1994-05-05,8030,33,2018,10081,6677,1419,78.6146104440327,NA,NA
1994,Spring,1994-05-06,7580,33,2170,9783,10134,1218,78.9630342729061,NA,NA
1994,Spring,1994-05-07,8970,33,2828,11831,11990,1360,79.275044117438,NA,NA
1994,Spring,1994-05-08,9240,33,3337,12610,10967,3162,78.282632832251,NA,NA
1994,Spring,1994-05-09,10900,29,3412,14341,13288,2522,78.9218463217473,NA,NA
1994,Spring,1994-05-10,11400,25,3380,14805,13530,2629,79.0706199037856,NA,NA
1994,Spring,1994-05-11,10800,25,3341,14166,10139,1777,78.1354348366623,NA,NA
1994,Spring,1994-05-12,10600,25,3083,13708,9514,1894,76.8841863463542,NA,NA
1994,Spring,1994-05-13,9980,27,2640,12647,8335,2012,78.2851000782818,NA,NA
1994,Spring,1994-05-14,9380,31,2323,11734,7717,1667,77.8053365474963,NA,NA
1994,Spring,1994-05-15,10300,33,2216,12549,8872,1327,78.4766212125945,NA,NA
1994,Spring,1994-05-16,9670,33,2089,11792,9258,2083,78.1261269078226,NA,NA
1994,Spring,1994-05-17,9500,33,1981,11514,9801,1212,77.6532225321378,NA,NA
1994,Spring,1994-05-18,8490,33,1990,10513,9207,1608,76.6407646675635,NA,NA
1994,Spring,1994-05-19,8000,33,2288,10321,9385,1188,76.5154497435778,NA,NA
1994,Spring,1994-05-20,7510,33,2993,10536,8988,1750,76.7068202659977,NA,NA
1994,Spring,1994-05-21,7450,33,3092,10575,6919,1909,76.5862592510659,NA,NA
1994,Spring,1994-05-22,7970,33,3117,11120,7336,1987,77.1572137418297,NA,NA
1994,Spring,1994-05-23,8400,33,3024,11457,6825,1982,77.7305777538991,NA,NA
1994,Spring,1994-05-24,8700,33,2724,11457,5743,3014,78.2391568813252,NA,NA
1994,Spring,1994-05-25,9150,33,2480,11663,7868,1045,79.0934062906184,NA,NA
1994,Spring,1994-05-26,9600,33,2148,11781,5973,3058,79.9894704209848,NA,NA
1994,Spring,1994-05-27,9260,33,1935,11228,5100,3328,80.2200133997291,NA,NA
1994,Spring,1994-05-28,8610,33,1835,10478,4108,3520,80.5969534744787,NA,NA
1994,Spring,1994-05-29,8030,33,1826,9889,3172,3817,80.3136204873075,NA,NA
1994,Spring,1994-05-30,7190,33,1791,9014,3377,2687,80.2694248057822,NA,NA
1994,Spring,1994-05-31,6630,33,1680,8343,3392,1951,80.34947375537,NA,NA
1994,Summer,1994-06-01,7680,33,1644,9357,4527,1780,81.8886559682522,NA,NA
1994,Summer,1994-06-02,7710,33,1611,9354,3684,2570,80.3549230468361,NA,NA
1994,Summer,1994-06-03,7420,33,1572,9025,3864,2011,80.5298476993961,NA,NA
1994,Summer,1994-06-04,7040,33,1516,8589,3400,1989,81.5052983937257,NA,NA
1994,Summer,1994-06-05,6390,33,1551,7974,2752,1972,82.1719858692545,NA,NA
1994,Summer,1994-06-06,6120,33,1546,7699,3407,992,83.1565688360628,NA,NA
1994,Summer,1994-06-07,6610,33,1502,8145,3798,997,83.0724347321569,NA,NA
1994,Summer,1994-06-08,6800,33,1467,8300,3679,1221,81.9060593413108,NA,NA
1994,Summer,1994-06-09,7260,33,1471,8764,4156,1158,81.886878710584,NA,NA
1994,Summer,1994-06-10,7140,33,1603,8776,3493,1783,81.850457379199,NA,NA
1994,Summer,1994-06-11,6970,33,1627,8630,3535,1545,84.8522838525952,NA,NA
1994,Summer,1994-06-12,7560,33,1617,9210,4534,1076,86.7874598050246,NA,NA
1994,Summer,1994-06-13,7720,33,1593,9346,3639,2057,88.6374664111243,NA,NA
1994,Summer,1994-06-14,8240,39,1543,9822,4098,2024,89.0043024122277,NA,NA
1994,Summer,1994-06-15,7750,43,1485,9278,3295,2233,86.8919013909126,NA,NA
1994,Summer,1994-06-16,7610,43,1494,9147,3448,1899,86.5567241487424,NA,NA
1994,Summer,1994-06-17,8130,43,1499,9672,3923,1899,85.2270669413647,NA,NA
1994,Summer,1994-06-18,8680,35,1556,10271,4034,2337,84.3215378632697,NA,NA
1994,Summer,1994-06-19,8980,33,1537,10550,3864,2736,84.6563465903234,NA,NA
1994,Summer,1994-06-20,9130,33,1560,10723,4092,2631,86.4972388986596,NA,NA
1994,Summer,1994-06-21,9070,33,1538,10641,3792,2799,88.74632527978,NA,NA
1994,Summer,1994-06-22,8600,33,1577,10210,3333,2777,89.4953536789867,NA,NA
1994,Summer,1994-06-23,9010,33,1509,10552,4305,2147,91.1177175490164,NA,NA
1994,Summer,1994-06-24,9090,33,1405,10528,4163,2215,91.8862503383608,NA,NA
1994,Summer,1994-06-25,9000,33,1479,10512,3713,2599,91.4198600600881,NA,NA
1994,Summer,1994-06-26,9620,33,1554,11207,4556,2451,91.8523815290011,NA,NA
1994,Summer,1994-06-27,9430,33,1521,10984,3374,3360,90.987947534479,NA,NA
1994,Summer,1994-06-28,9480,33,1408,10921,3670,3001,90.606533203104,NA,NA
1994,Summer,1994-06-29,9270,33,1402,10705,3575,2830,91.2780760928227,NA,NA
1994,Summer,1994-06-30,9220,33,1309,10562,3742,2520,89.1219526010247,NA,NA
1994,Summer,1994-07-01,9680,37,1281,10998,3826,2872,88.1762776428311,NA,NA
1994,Summer,1994-07-02,9150,38,1248,10436,3239,2897,88.7503803257734,NA,NA
1994,Summer,1994-07-03,9460,34,1316,10810,4331,2129,88.5531188341521,NA,NA
1994,Summer,1994-07-04,9890,33,1411,11334,4862,2122,89.2252122309211,NA,NA
1994,Summer,1994-07-05,10200,33,1416,11649,4746,2503,90.3238173930936,NA,NA
1994,Summer,1994-07-06,10200,43,1467,11710,4882,2428,92.5726067566788,NA,NA
1994,Summer,1994-07-07,10900,43,1446,12389,5447,2542,91.6714954570194,NA,NA
1994,Summer,1994-07-08,13000,43,1331,14374,6991,2983,91.3257983777241,NA,NA
1994,Summer,1994-07-09,14700,39,1261,16000,6232,5368,90.5905699434953,NA,NA
1994,Summer,1994-07-10,15000,33,1268,16301,5532,6369,91.25521967196,NA,NA
1994,Summer,1994-07-11,14600,33,1314,15947,4671,6876,90.8428121632901,NA,NA
1994,Summer,1994-07-12,14300,33,1233,15566,4657,6509,89.9166436426392,NA,NA
1994,Summer,1994-07-13,14200,33,1247,15480,4508,6572,89.4353703259345,NA,NA
1994,Summer,1994-07-14,14000,33,1252,15285,3797,7088,89.0163173583505,NA,NA
1994,Summer,1994-07-15,13800,33,1290,15123,4065,6658,87.3052374920417,NA,NA
1994,Summer,1994-07-16,14200,33,1284,15517,4971,6146,88.5015758800938,NA,NA
1994,Summer,1994-07-17,13800,33,1280,15113,4158,6555,88.2538490464624,NA,NA
1994,Summer,1994-07-18,12900,33,1402,14335,3671,6264,88.0874624316295,NA,NA
1994,Summer,1994-07-19,11900,33,1351,13284,3904,4980,89.2283164086869,NA,NA
1994,Summer,1994-07-20,11400,33,1416,12849,4873,3626,90.6143213027153,NA,NA
1994,Summer,1994-07-21,10900,33,1533,12466,5732,2384,91.7777396682628,NA,NA
1994,Summer,1994-07-22,10800,33,1627,12460,4598,3512,92.0093451565355,NA,NA
1994,Summer,1994-07-23,10900,33,1688,12621,4684,3587,92.0320815418661,NA,NA
1994,Summer,1994-07-24,11300,33,1827,13160,5171,3639,92.380125540347,NA,NA
1994,Summer,1994-07-25,11100,33,1907,13040,4622,4118,91.5415334136578,NA,NA
1994,Summer,1994-07-26,10800,33,1856,12689,4016,4373,90.7177896671657,NA,NA
1994,Summer,1994-07-27,11000,33,1841,12874,3917,4657,88.8651419703156,NA,NA
1994,Summer,1994-07-28,11100,33,1811,12944,3692,5002,88.3176835972402,NA,NA
1994,Summer,1994-07-29,11300,33,1714,13047,3058,5739,86.9923188827796,NA,NA
1994,Summer,1994-07-30,10600,33,1625,12258,2554,5454,84.5838158647975,NA,NA
1994,Summer,1994-07-31,10700,33,1477,12210,3927,4083,85.2733851297448,NA,NA
1994,Summer,1994-08-01,11000,28,1414,12442,3647,4595,87.2198500218269,NA,NA
1994,Summer,1994-08-02,11100,26,1334,12460,3368,4892,86.5850928009684,NA,NA
1994,Summer,1994-08-03,11200,26,1288,12514,3456,4908,88.5824166087181,NA,NA
1994,Summer,1994-08-04,11000,26,1260,12286,3511,4625,87.5124372942847,NA,NA
1994,Summer,1994-08-05,10700,26,1215,11941,3067,4774,88.3321203202893,NA,NA
1994,Summer,1994-08-06,10300,26,1201,11527,2471,4956,89.0799751089898,NA,NA
1994,Summer,1994-08-07,10200,26,1213,11439,2588,4801,89.912664450809,NA,NA
1994,Summer,1994-08-08,10900,26,1309,12235,3320,4865,85.6785684640129,NA,NA
1994,Summer,1994-08-09,10600,26,1188,11814,2508,5306,85.8719578561821,NA,NA
1994,Summer,1994-08-10,10400,26,1171,11597,2489,5108,91.1218591585706,NA,NA
1994,Summer,1994-08-11,10400,26,1213,11639,1881,5808,90.4871853813762,NA,NA
1994,Summer,1994-08-12,10700,26,1187,11913,2460,5503,90.5110632623342,NA,NA
1994,Summer,1994-08-13,11200,26,1176,12402,3025,5477,90.7894716034682,NA,NA
1994,Summer,1994-08-14,11000,26,1148,12174,2432,5892,90.6012220791106,NA,NA
1994,Summer,1994-08-15,11000,26,1172,12198,2556,5792,90.6503702482193,NA,NA
1994,Summer,1994-08-16,11000,26,1161,12187,3675,4712,90.9447740033451,NA,NA
1994,Summer,1994-08-17,10800,26,1132,11958,3807,4351,91.7824924382199,NA,NA
1994,Summer,1994-08-18,11800,26,1137,12963,5866,3347,92.4793590520079,NA,NA
1994,Summer,1994-08-19,11800,26,1133,12959,3782,5477,93.1314111416252,NA,NA
1994,Summer,1994-08-20,11900,26,1231,13157,3849,5608,92.6366874256116,NA,NA
1994,Summer,1994-08-21,12500,26,1261,13787,3728,6409,92.6169341512379,NA,NA
1994,Summer,1994-08-22,13700,28,1298,15026,4358,7068,92.8464626201183,NA,NA
1994,Summer,1994-08-23,13600,30,1186,14816,2437,8779,91.9325847151003,NA,NA
1994,Summer,1994-08-24,13700,29,1145,14874,2567,8757,90.9712857519724,NA,NA
1994,Summer,1994-08-25,13600,29,1077,14706,2692,8514,90.4879919805123,NA,NA
1994,Summer,1994-08-26,14300,27,1125,15452,3791,8211,90.9851346780949,NA,NA
1994,Summer,1994-08-27,14400,26,1146,15572,3410,8712,86.5085774273634,NA,NA
1994,Summer,1994-08-28,14900,26,1159,16085,3800,8885,86.7053392779015,NA,NA
1994,Summer,1994-08-29,15500,26,1273,16799,4567,8882,88.3036822139798,NA,NA
1994,Summer,1994-08-30,15500,26,1171,16697,3482,9915,86.8750928929593,NA,NA
1994,Summer,1994-08-31,15800,26,1148,16974,4784,8940,86.8694989774375,NA,NA
1994,Fall,1994-09-01,15900,24,1109,17033,4382,9451,86.2494793721193,NA,NA
1994,Fall,1994-09-02,15800,24,1118,16942,4581,9161,86.200875986725,NA,NA
1994,Fall,1994-09-03,16500,26,1177,17703,5314,9239,86.5416600963562,NA,NA
1994,Fall,1994-09-04,16800,29,1262,18091,4980,10011,86.4128816340223,NA,NA
1994,Fall,1994-09-05,16900,30,1278,18208,3839,11319,86.7030141833693,NA,NA
1994,Fall,1994-09-06,16400,39,1236,17675,2970,11705,88.0346470825666,NA,NA
1994,Fall,1994-09-07,15900,26,1160,17086,3182,10954,86.1698883520061,NA,NA
1994,Fall,1994-09-08,15700,26,1146,16872,4503,9469,89.1695202138552,NA,NA
1994,Fall,1994-09-09,16200,26,1213,17439,4621,9918,88.8449149679705,NA,NA
1994,Fall,1994-09-10,15700,26,1206,16932,4391,9691,85.8214531089421,NA,NA
1994,Fall,1994-09-11,15600,26,1273,16899,3602,10497,88.5000593682944,NA,NA
1994,Fall,1994-09-12,15500,26,1282,16808,3991,10067,88.4410728867169,NA,NA
1994,Fall,1994-09-13,15200,26,1221,16447,3890,9857,87.5127402362171,NA,NA
1994,Fall,1994-09-14,15600,26,1152,16778,4534,9594,90.6870103572442,NA,NA
1994,Fall,1994-09-15,15100,26,1118,16244,4175,9469,87.4195859281645,NA,NA
1994,Fall,1994-09-16,14700,26,1155,15881,4773,8508,87.0851572608866,NA,NA
1994,Fall,1994-09-17,14400,27,1200,15627,6037,7040,88.4580633440202,NA,NA
1994,Fall,1994-09-18,14700,28,1278,16006,6667,6839,90.1840261883984,NA,NA
1994,Fall,1994-09-19,13800,28,1282,15110,6411,6249,89.5718774686941,NA,NA
1994,Fall,1994-09-20,13000,28,1172,14200,7341,4409,92.3755902921284,NA,NA
1994,Fall,1994-09-21,12700,27,1091,13818,9393,2025,90.2996581143529,NA,NA
1994,Fall,1994-09-22,12700,26,1108,13834,10181,1303,90.0435430697365,NA,NA
1994,Fall,1994-09-23,12900,26,1138,14064,10395,1319,89.8062568751657,NA,NA
1994,Fall,1994-09-24,12200,26,1133,13359,9734,1325,87.7753721148366,NA,NA
1994,Fall,1994-09-25,12300,26,1271,13597,10044,1303,87.5636977690579,NA,NA
1994,Fall,1994-09-26,12000,26,1311,13337,5666,5421,86.8262004335192,NA,NA
1994,Fall,1994-09-27,12200,26,1227,13453,5076,6177,86.5379405307435,NA,NA
1994,Fall,1994-09-28,12300,26,1199,13525,4060,7265,85.0500862747285,NA,NA
1994,Fall,1994-09-29,12000,26,1223,13249,3359,7740,84.0902934007779,NA,NA
1994,Fall,1994-09-30,11700,26,1157,12883,3086,7647,83.7073100919975,NA,NA
1994,Fall,1994-10-01,10900,26,1225,12151,2980,7021,85.4750167114858,NA,NA
1994,Fall,1994-10-02,10300,26,1254,11580,2584,6896,86.6137086400694,NA,NA
1994,Fall,1994-10-03,9550,26,1200,10776,2629,6097,85.0714083356849,NA,NA
1994,Fall,1994-10-04,9980,26,1176,11182,3493,5639,86.9533871304526,NA,NA
1994,Fall,1994-10-05,10600,26,1212,11838,7905,6175,89.241474527633,NA,NA
1994,Fall,1994-10-06,9790,25,1260,11075,6119,7198,88.013529136619,NA,NA
1994,Fall,1994-10-07,9550,24,1280,10854,6392,6754,89.5349358066181,NA,NA
1994,Fall,1994-10-08,9280,24,1280,10584,6329,6547,90.229591538865,NA,NA
1994,Fall,1994-10-09,9000,24,1240,10264,6624,5932,87.4285836954435,NA,NA
1994,Fall,1994-10-10,8810,24,1186,10020,2074,6046,90.652143337207,NA,NA
1994,Fall,1994-10-11,9410,24,1157,10591,2992,5699,92.610884426068,NA,NA
1994,Fall,1994-10-12,8850,24,1150,10024,1396,6728,91.8296527861258,NA,NA
1994,Fall,1994-10-13,8690,24,1189,9903,1733,6270,90.7762779374228,NA,NA
1994,Fall,1994-10-14,8020,24,1189,9233,1321,6062,88.6284750643168,NA,NA
1994,Fall,1994-10-15,7830,24,1256,9110,1984,5276,90.5902086170588,NA,NA
1994,Fall,1994-10-16,7060,24,1863,8947,496,6601,90.3257318083611,NA,NA
1994,Fall,1994-10-17,6960,24,2406,9390,1562,5978,89.7379143428913,NA,NA
1994,Fall,1994-10-18,6940,24,2507,9471,1948,5723,91.8219534931649,NA,NA
1994,Fall,1994-10-19,6930,24,2459,9413,2426,5187,92.4329023904733,NA,NA
1994,Fall,1994-10-20,7210,24,2697,9931,2860,5271,92.735867065174,NA,NA
1994,Fall,1994-10-21,6970,24,2391,9385,1945,5640,92.9667729558641,NA,NA
1994,Fall,1994-10-22,6850,24,1973,8847,2286,4761,93.148033110646,NA,NA
1994,Fall,1994-10-23,6740,24,1820,8584,2303,4531,93.2999196710874,NA,NA
1994,Fall,1994-10-24,6820,24,1830,8674,3479,3445,93.4616957633404,NA,NA
1994,Fall,1994-10-25,6970,23,1774,8767,4462,2555,93.6606823780277,NA,NA
1994,Fall,1994-10-26,7730,23,1708,9461,4420,3291,93.8513036627634,NA,NA
1994,Fall,1994-10-27,7780,24,1631,9435,3093,4592,92.7990826396607,NA,NA
1994,Fall,1994-10-28,8080,24,1623,9727,3446,4531,92.9054122967071,NA,NA
1994,Fall,1994-10-29,7580,24,1601,9205,2763,4742,90.0272813339207,NA,NA
1994,Fall,1994-10-30,7640,24,1580,9244,3228,4316,92.3286740725196,NA,NA
1994,Fall,1994-10-31,7090,24,1593,8707,2461,4546,92.1082728473957,NA,NA
1994,Fall,1994-11-01,7460,25,1614,9099,3989,3410,92.4385061262147,NA,NA
1994,Fall,1994-11-02,7720,25,1661,9406,4476,3230,93.3637050798293,NA,NA
1994,Fall,1994-11-03,7180,25,1659,8864,1946,5218,93.0609936400119,NA,NA
1994,Fall,1994-11-04,7780,25,1621,9426,3003,4723,92.5054416871808,NA,NA
1994,Fall,1994-11-05,8180,25,1605,9810,3888,4566,93.3461943286766,NA,NA
1994,Fall,1994-11-06,10500,25,1632,12157,8978,2683,93.5723244263157,NA,NA
1994,Fall,1994-11-07,10700,25,1730,12455,6979,6184,93.7571248787934,NA,NA
1994,Fall,1994-11-08,11300,25,1585,12910,7838,5830,93.2076443603945,NA,NA
1994,Fall,1994-11-09,11100,25,1567,12692,6216,7234,92.6385279050609,NA,NA
1994,Fall,1994-11-10,11900,25,1626,13551,10658,7893,92.9367407407868,NA,NA
1994,Fall,1994-11-11,11600,25,1632,13257,9590,7807,91.710226149482,NA,NA
1994,Fall,1994-11-12,12000,25,1567,13592,7911,8617,90.8932986264926,NA,NA
1994,Fall,1994-11-13,11800,25,1551,13376,8495,8276,90.2700272281159,NA,NA
1994,Fall,1994-11-14,10900,25,1554,12479,7630,8244,86.6969445818613,NA,NA
1994,Fall,1994-11-15,9890,25,1570,11485,2274,7970,87.1047593943603,NA,NA
1994,Fall,1994-11-16,9980,25,1562,11567,7070,5319,91.5420980120801,NA,NA
1994,Fall,1994-11-17,9310,25,1552,10887,5861,5848,91.537163122295,NA,NA
1994,Fall,1994-11-18,9830,25,1561,11416,5935,5845,90.730893256034,NA,NA
1994,Fall,1994-11-19,8910,25,1572,10507,4208,6663,87.4048039762295,NA,NA
1994,Fall,1994-11-20,8730,25,1545,10300,4509,6105,89.674267416392,NA,NA
1994,Fall,1994-11-21,8440,25,1526,9991,2143,6098,90.7449139292003,NA,NA
1994,Fall,1994-11-22,8260,25,1527,9812,2862,5200,92.10495379254,NA,NA
1994,Fall,1994-11-23,8020,25,1524,9569,2201,5618,88.0419641205328,NA,NA
1994,Fall,1994-11-24,8020,25,1521,9566,1900,5916,89.9600723015173,NA,NA
1994,Fall,1994-11-25,8620,25,1549,10194,4014,5813,92.2970050000455,NA,NA
1994,Fall,1994-11-26,9790,25,1611,11426,7024,6386,92.6648693234184,NA,NA
1994,Fall,1994-11-27,9700,25,1617,11342,6510,6766,91.446390151633,NA,NA
1994,Fall,1994-11-28,9350,25,1579,10954,4946,7892,90.6045895535645,NA,NA
1994,Fall,1994-11-29,9090,25,1563,10678,5232,7330,90.5649915171003,NA,NA
1994,Fall,1994-11-30,8600,25,1538,10163,2399,8164,91.6618731149169,NA,NA
1995,Winter,1994-12-01,8350,25,1535,9910,2155,5755,92.1872875599297,NA,NA
1995,Winter,1994-12-02,8550,25,1555,10130,4865,3265,94.2851851321004,NA,NA
1995,Winter,1994-12-03,9710,25,1752,11487,8891,1628,94.294237258319,NA,NA
1995,Winter,1994-12-04,15400,25,2401,17826,16839,1001,93.8897398925214,NA,NA
1995,Winter,1994-12-05,28300,25,2327,30652,29781,1007,93.4962898805447,NA,NA
1995,Winter,1994-12-06,34600,25,1914,36539,34696,2093,93.1173223089738,NA,NA
1995,Winter,1994-12-07,28500,25,1804,30329,24159,6370,87.2502239946812,NA,NA
1995,Winter,1994-12-08,22300,25,1731,24056,12823,10402,80.9265806471933,NA,NA
1995,Winter,1994-12-09,18700,25,1678,20403,8470,10070,81.6972643838726,NA,NA
1995,Winter,1994-12-10,16000,25,1659,17684,6566,9033,80.1491101835239,NA,NA
1995,Winter,1994-12-11,14600,25,1633,16258,8177,5881,77.7890474082123,NA,NA
1995,Winter,1994-12-12,13900,25,1673,15598,10040,4906,80.1606250753785,NA,NA
1995,Winter,1994-12-13,14300,25,1710,16035,10953,4831,82.5429800711436,NA,NA
1995,Winter,1994-12-14,14500,25,1738,16263,9207,6805,83.1505827740422,NA,NA
1995,Winter,1994-12-15,17700,25,1725,19450,10646,10330,82.4988288768832,NA,NA
1995,Winter,1994-12-16,20000,25,1707,21732,12612,10646,83.6978958219668,NA,NA
1995,Winter,1994-12-17,20400,25,1685,22110,12870,9218,82.6202739632061,NA,NA
1995,Winter,1994-12-18,18600,25,1664,20289,12646,7270,81.7112723094132,NA,NA
1995,Winter,1994-12-19,17300,25,1653,18978,11498,7107,82.4692538629264,NA,NA
1995,Winter,1994-12-20,15500,25,1638,17163,8215,6798,81.1197049623653,NA,NA
1995,Winter,1994-12-21,15100,25,1635,16760,8363,6297,80.6260303273998,NA,NA
1995,Winter,1994-12-22,14100,25,1625,15750,5353,8297,81.1387902515055,NA,NA
1995,Winter,1994-12-23,13200,25,1625,14850,2109,10691,80.8212528515464,NA,NA
1995,Winter,1994-12-24,12800,25,1682,14507,2072,10672,81.9816486945549,NA,NA
1995,Winter,1994-12-25,13000,25,2011,15036,3798,10041,83.5262293694366,NA,NA
1995,Winter,1994-12-26,13300,25,1828,15153,4045,9911,83.171080119376,NA,NA
1995,Winter,1994-12-27,13300,35,1756,15091,3263,10681,82.8068205509195,NA,NA
1995,Winter,1994-12-28,12700,20,1799,14519,2408,11250,83.5942792175405,NA,NA
1995,Winter,1994-12-29,12700,20,1826,14546,2348,11101,86.1610860796293,NA,NA
1995,Winter,1994-12-30,14700,20,1761,16481,3905,11013,86.8014410194667,NA,NA
1995,Winter,1994-12-31,15400,20,1749,17169,4741,10915,88.5210968694595,NA,NA
1995,Winter,1995-01-01,14300,20,1730,16050,4643,10338,88.87393821314,NA,NA
1995,Winter,1995-01-02,13500,20,1716,15236,3758,10287,87.4112548493746,NA,NA
1995,Winter,1995-01-03,13400,20,1778,15198,7813,10314,90.266406001608,NA,NA
1995,Winter,1995-01-04,14700,372,2065,17137,10433,10256,90.5741330785677,NA,NA
1995,Winter,1995-01-05,19900,163,3173,23236,21513,9968,91.4232139888788,NA,NA
1995,Winter,1995-01-06,28600,20,3892,32512,29887,10577,87.6405048795264,NA,NA
1995,Winter,1995-01-07,30300,1859,3724,35883,33576,11340,84.1899702841517,NA,NA
1995,Winter,1995-01-08,33100,3788,4339,41227,35043,11262,82.0147806709522,NA,NA
1995,Winter,1995-01-09,44200,15156,6184,65540,59207,11461,80.078591776631,NA,NA
1995,Winter,1995-01-10,66100,25162,16571,107833,105822,11488,77.5896031566195,NA,NA
1995,Winter,1995-01-11,87900,84241,13852,185993,185421,11769,76.0633294133993,NA,NA
1995,Winter,1995-01-12,95700,143020,9843,248563,247920,12234,68.1635810488849,NA,NA
1995,Winter,1995-01-13,91100,129722,9197,230019,229518,12551,63.2151053976624,NA,NA
1995,Winter,1995-01-14,85700,123953,12599,222252,223738,12219,57.2587743960162,NA,NA
1995,Winter,1995-01-15,82400,119562,13503,215465,209973,12260,47.1962671834197,NA,NA
1995,Winter,1995-01-16,80200,103415,10791,194406,188149,12273,46.8461005805902,NA,NA
1995,Winter,1995-01-17,78100,80267,10090,168457,160933,12164,46.3550867500756,NA,NA
1995,Winter,1995-01-18,76700,54286,8642,139628,131175,12684,47.0861238383548,NA,NA
1995,Winter,1995-01-19,74400,36412,7175,117987,107509,12531,48.0236966561346,NA,NA
1995,Winter,1995-01-20,72600,26159,5813,104572,92229,12390,47.9608778584225,NA,NA
1995,Winter,1995-01-21,70500,20811,5472,96783,83928,12321,48.4811277064614,NA,NA
1995,Winter,1995-01-22,69900,18797,5420,94117,82482,12247,48.5666891944939,NA,NA
1995,Winter,1995-01-23,70600,20334,6249,97183,88521,11618,51.4497164897488,NA,NA
1995,Winter,1995-01-24,70900,21323,7234,99457,93729,11894,52.973053035624,NA,NA
1995,Winter,1995-01-25,71900,26690,10539,109129,106520,12100,52.0308949430408,NA,NA
1995,Winter,1995-01-26,73400,32725,12322,118447,115383,12440,53.0566200576375,NA,NA
1995,Winter,1995-01-27,76600,39641,15410,131651,134901,12539,51.5302730572798,NA,NA
1995,Winter,1995-01-28,91200,43275,15479,149954,153100,12070,48.5257511413294,NA,NA
1995,Winter,1995-01-29,82600,39903,16952,139455,139289,12458,47.4559718354802,NA,NA
1995,Winter,1995-01-30,74300,36022,16255,126577,123109,12435,46.5544243321409,NA,NA
1995,Winter,1995-01-31,73700,37456,15165,126321,122890,12276,46.4522986420205,NA,NA
1995,Winter,1995-02-01,70600,36087,14562,121249,110075,12395,46.8271525013182,NA,NA
1995,Winter,1995-02-02,69400,38042,12828,120270,107499,12158,46.8112372891403,NA,NA
1995,Winter,1995-02-03,75300,42176,12099,129575,116485,12190,47.4765772655146,NA,NA
1995,Winter,1995-02-04,75200,46465,11188,132853,120077,11876,47.5204253708028,NA,NA
